sira,gazete,baslik,url,haber_metni
1672,Sabah,İhanetin iki ayağı,https://www.sabah.com.tr/yazarlar/ardic/2019/10/02/ihanetin-iki-ayagi,"Bir kısmı kodeste, bir kısmı yurt dışında kaçak, bir kısmı da yurt içinde 'uykuda' olan birtakım liberaller, bir Kürt devletinin kurulmasını istiyorlar. Bunlara, Tayyip Erdoğan'ın milli onur ve bağımsızlık mücadelesini görmemekte ısrarla direnen bir kısım 'solcu' da çanak tutuyor. Atatürk'le ilgisi..."
1673,Gazete Duvar,Meclis TV Kılıçdaroğlu yayınını kesti,https://www.gazeteduvar.com.tr/politika/2019/10/02/meclis-tv-kilicdaroglu-yayinini-kesti/,Partisinin grup toplantısında konuşan CHP Genel Başkanı Kemal Kılıçdaroğlu için TBMM TV'de yapılan canlı yayın 25 dakika sonra kesildi.
1674,Karar,YÖK ile Belarus arasında iş birliği protokolü,https://www.karar.com/guncel-haberler/yok-ile-belarus-arasinda-is-birligi-protokolu-1341151,Yükseköğretim Kurulu (YÖK) ile Belarus Eğitim Bakanlığı arasında yükseköğretim alanında iş birliğini geliştirme protokolü imzalandı.
1675,HaberTürk,İBB'den metrobüs hamlesi!,https://www.haberturk.com/ibb-den-metrobuste-kapasite-artirimi-icin-yeni-hamle-2527362,"Son dakika haberler... İstanbul'un toplu ulaşımında en çok yoğunluğun yaşandığı metrobüs hattında son günlerde özellikle Altunizade'de görülen uzun kuyruklar gündemden düşmüyor. Altunizade'deki çileye çare için 3 boş araç gönderme kararı alan İBB'den hatla ilgili yeni bir açıklama daha geldi. Metrobüs hattında yoğunluk azaltıcı, kapasite arttırıcı 3 ayrı çalışma başlatıldığı kaydedilen açıklamada, ""Bu kapsamda 525 körüklü otobüsün hizmet verdiği"
1676,Sputnik,Kalibr füzelerini taşıyan yeni Rus gemisinin Karadeniz’de testlerine başlandı,https://tr.sputniknews.com/savunma/201910021040302014-kalibr-fuzelerini-tasiyan-yeni-rus-gemisinin-karadenizde-testlerine-baslandi/,Proje 21631 'Buyan-M' kapsamında üretilen İnguşetya adlı hafif füze gemisinin Karadeniz'de fabrika testlerine başlandığı duyuruldu.
1677,CNN Türk,"""Real Madrid'in kaderini Galatasaray maçları belirleyecek""",https://www.cnnturk.com/spor/futbol/real-madridin-kaderini-galatasaray-maclari-belirleyecek,"UEFA Şampiyonlar Ligi A Grubu'nda oynadığı ilk iki maçta 1 puan toplayarak son sırada yer alan Real Madrid'de gözler, Galatasaray ile oynanacak iki karşılaşmaya çevrildi."
1678,T24,"Saadet Partisi Genel Başkanı Karamollaoğlu, Ali Babacan ile görüştü: Derdimiz ülkemizin içinde bulunduğu durumdan kurtulması","https://t24.com.tr/haber/saadet-partisi-genel-baskani-karamollaoglu-ali-babacan-ile-gorustu,841994","Saadet Partisi Genel Başkanı Karamollaoğlu, Ali Babacan ile görüştü: Derdimiz ülkemizin içinde bulunduğu durumdan kurtulması"
1679,Gazete Duvar,Ankapark’ı yapan Gökçek maliyetini Yavaş’a sordu,https://www.gazeteduvar.com.tr/politika/2019/10/02/ankaparki-yapan-gokcek-maliyetini-yavasa-sordu/,"Mansur Yavaş belediyeye maliyetinin 750 milyon dolar olduğunu açıkladığı Ankapark'a ilişkin, ""İsteyen herkese faturalarını yollayabilirim"" dedi. İlk talep Ankapark'ı kendi döneminde yaptıran Melih Gökçek'ten geldi."
1680,Karar,Beyoğlu'nda sıvaları dökülen binada çökme riski,https://www.karar.com/guncel-haberler/beyoglunda-sivalari-dokulen-binada-cokme-riski-1341157,"Beyoğlu'ndaki bir binadan yola parçalar düşmesi nedeniyle sokak şeritlerle kapatılırken, bina ise çökme riski gerekçesiyle boşaltıldı."
1681,Sputnik,Volkswagen'in Türkiye'ye yatırım tutarı belli oldu,https://tr.sputniknews.com/ekonomi/201910021040306934-volkswagenin-turkiyeye-yatirim-tutari-belli-oldu-/,"Volkswagen, Manisa'ya 1.4 milyar euro'luk yatırım yapacak."
1682,Diken,İTO: Eylülde en büyük artış yüzde 26.27 ile dolmuş ve minibüs ücretlerinde,http://www.diken.com.tr/ito-eylulde-en-buyuk-artis-yuzde-26-27-ile-dolmus-ve-minibus-ucretlerinde/,"İstanbul'da eylül ayında yüzde 26.27 ile en çok dolmuş ve minibüs yolcu taşıma ücretleri artarken, limon fiyatı yüzde 19.31 düştü."
1683,Cumhuriyet,"Didem Arslan Yılmaz, Altın Kelebek adaylığını reddetti",http://www.cumhuriyet.com.tr/haber/turkiye/1608981/Didem_Arslan_Yilmaz__Altin_Kelebek_adayligini_reddetti.html,"Türkiye - Habertürk spikeri Didem Arslan Yılmaz, bu yıl da aday gösterildiği Altın Kelebek ödüllerine ilişkin sosyal paylaşım sitesi Twitter'dan açıklama yaptı."
1684,CNN Türk,Son dakika... Bakan Çavuşoğlu Almanya'da konuştu,https://www.cnnturk.com/dunya/son-dakika-bakan-cavusoglundan-onemli-aciklamalar-0210,Dışişleri Bakanı Mevlüt Çavuşoğlu Düsseldorf'taki Avrupa Başkonsoloslar Toplantısı'nda önemli açıklamalarda bulundu
1685,Sabah,Teröristler Eskişehir’de sahte kimlikle ev tutmuş,https://www.sabah.com.tr/gundem/2019/10/02/teroristler-eskisehirde-sahte-kimlikle-ev-tutmus,"Adana'da özel harekat polislerini taşıyan araca yönelik saldırıyı düzenleyen ve Eskişehir'de çıkan çatışmada etkisiz hale getirilen teröristlerin geçen cumartesi günü geldikleri Eskişehir'de sahte kimlikle ev tuttukları belirlendi. Ayrıca evde yapılan aramalarda çok sayıda örgütsel doküman, bomba..."
1686,Karar,İstanbul'da Ardahan tanıtım günleri,https://www.karar.com/hayat-haberleri/istanbulda-ardahan-tanitim-gunleri-1341225,"İstanbul Büyükşehir Belediyesinin desteği, STK'ların imkanları ile yapılan İlleri Tanıtma Günleri, Türkiye'nin en kuzeyinde bulunan, Kafkaslara açılan kenti, ülkenin kırmızı et deposu Ardahan'ı Tanıtma Günleri ile devam ediyor."
1687,CNN Türk,Bir Zamanlar Çukurova yeni bölüm fragmanı… 38. bölümde neler olacak?,https://www.cnnturk.com/magazin/bir-zamanlar-cukurova-yeni-bolum-fragmani-38-bolumde-neler-olacak,"Magazin haberleri - Bir Zamanlar Çukurova dizisi 38. bölüm fragmanı ile Züleyha'nın beklemediği bir söz ile karşı karşıya kalacağını gösterdi. Yılmaz'ın yaşadıkları sonrası öğrendiklerini atlatması ise kolay olmayacak. Peki, Bir Zamanlar Çukurova yeni bölümde neler olacak ve Züleyha nasıl bir karar verecek?"
1688,Sputnik,AB mahkemesinden 'çerez' kararı,https://tr.sputniknews.com/avrupa/201910021040302031-ab-mahkemesinden-cerez-karari/,"Avrupa Adalet Divanı, internet sitelerinin kullanıcıların bilgilerini içeren çerezleri saklamak için aktif biçimde onay alınması gerektiğine hükmetti."
1689,Sabah,"İzmir’de, 9 bin şişe sahte içkiye 1 tutuklama",https://www.sabah.com.tr/gundem/2019/10/02/izmirde-9-bin-sise-sahte-ickiye-1-tutuklama,"İzmir'in Buca ilçesindeki bir depoda ele geçirilen 9 bin şişe sahte içki ile ilgili gözaltına alınan 7 şüpheliden 1'i tutuklandı. İl Jandarma Komutanlığı Kaçakçılık ve Organize Suçlarla Mücadele Şube Müdürlüğü ekipleri, Buca Kaynaklar'daki Zafer Mahallesi'nde bulunan bir depoda, sahte içki üretimi..."
1690,Sputnik,Trump hakkında yeni kitap: Göçmenlerin bacaklarından vurulmasını önerdi,https://tr.sputniknews.com/abd/201910021040307027--trump-hakkinda-yeni-kitap-gocmenlerin-bacaklarindan-vurulmasini-onerdi/,"Sınır Savaşları: Trump'ın Göçe Saldırısının İçinden' isimli kitapta, ABD Başkanı'nın Meksika sınırına inşa ettirdiği duvara elektrik akımı verilip, çivi döşenmesini, duvarın yılan ya da timsah dolu hendeklerle çevrilmesini ve hatta göçmenlerin bacaklarından vurulmasını önerdiği iddia edildi."
1691,Anadolu Ajansı,PKK bu analarımızın ayakları altında kalacaktır',https://www.aa.com.tr/tr/guncel/pkk-bu-analarimizin-ayaklari-altinda-kalacaktir/1600083,"HDP il binası önünde oturma eylemi yapan Diyarbakır annelerine, Hakkari'den gelen kanaat önderleri ve sivil toplum kuruluşlarının temsilcileri destek ziyaretinde bulundu"
1692,Sputnik,Temelli'den Erdoğan'a: Cumhurbaşkanı değil sanki emlak ofisi işletiyor,https://tr.sputniknews.com/turkiye/201910021040307045-temelliden-erdogana-cumhurbaskani-degil-sanki-emlak-ofisi-isletiyor/,"CHP Eş Genel Başkanı Temelli, Cumhurbaşkanı Erdoğan'ın BMGK'da yaptığı konuşmada Suriye'ye ilişkin gösterdiği haritayı hatırlatarak, ""Suriye haritasının bir bölümünü çizmiş, almış. O çizip aldığı bölüm üzerine neler yapacaklarını anlatıyor. Cumhurbaşkanı değil, sanki emlak ofisi işletiyor. Yok 140 köy, 200 ilçe yapacakmış, bina dikecekmiş"" dedi."
1693,CNN Türk,Huawei'nin akıllı kablosuz kulaklığı FreeBuds 3 Türkiye'de,https://www.cnnturk.com/teknoloji/huaweinin-akilli-kablosuz-kulakligi-freebuds-3-turkiyede,"Huawei, yeni akıllı kablosuz kulaklık modeli FreeBuds 3'ü bu ay içerisinde Türkiye'deki kullanıcılarla buluşturacak."
1694,Karar,Beykoz Anadolu Kavağı'nda orman yangını,https://www.karar.com/guncel-haberler/beykoz-anadolu-kavaginda-orman-yangini-1341185,Beykoz Anadolu Kavağı'nda ormanda yangın çıktı. Bölgeye itfaiye ekipleri ve orman bölge müdürlüğü ekipleri sevk edildi. Yangına helikopterle de müdahale ediliyor.
1695,Karar,Paris Belediye Başkanı'ndan İmamoğlu'na C40 daveti,https://www.karar.com/guncel-haberler/paris-belediye-baskanindan-imamogluna-c40-daveti-1341203,"İBB Başkanı İmamoğlu, Paris Belediye Başkanı Anne Hidalgo'yu ziyaret etti. Hidalgo `Hoş geldiniz sayın Başkan` sözleriyle karşıladığı İmamoğlu'nu C40 Zirvesi'ne davet etti: Türkiye'de demokrasiye yeni bir nefes kazandıran İmamoğlu'nu ağırlamaktan çok"
1696,Yeni Akit,Özel Harekatçılardan Nagehan Alçı'ya suç duyurusu: Biz bu saldırgan dili çok yakından tanıyoruz,https://www.yeniakit.com.tr/haber/ozel-harekatcilardan-nagehan-alciya-suc-duyurusu-biz-bu-saldirgan-dili-cok-yakindan-taniyoruz-939536.html,"Emekli Polis Özel Harekatçılar Derneği, katıldığı canlı yayın programında 90'lı yıllardaki terörle mücadeleyi anlatırken 'katil devlet' ifadelerini kullanan..."
1697,CNN Türk,Son dakika: Alman otomobil devi Manisa'da şirket kurdu!,https://www.cnnturk.com/ekonomi/son-dakika-alman-otomobil-devi-manisada-sirket-kurdu,"Son Dakika Ekonomi Haberleri - Türkiye Ticaret Sicili Gazetesi'nde yer alan bilgilere göre, merkezi Almanya'da bulunan Volkswagen, Manisa'da 943,5 milyon lira sermayeli ""Volkswagen Turkey Otomotiv Sanayi ve Ticaret AŞ"" unvanlı şirket kurdu."
1698,T24,"Çantasında OGS cihazı ile otobüs yolculuğu yaptı; “Banka yetkilileri de şaşırdı, mağdur edildim”","https://t24.com.tr/haber/cantasinda-ogs-cihazi-ile-otobus-yolculugu-yapti-banka-yetkilileri-de-sasirdi-magdur-edildim,841997","""Tüm köprü ve otoyollardam araçla geçmiş gibi para kesildi"""
1699,CNN Türk,Sofiane Feghouli: Transferlerden çok memnunum,https://www.cnnturk.com/spor/futbol/sofiane-feghouli-transferlerden-cok-memnunum,"Galatasaray'ın Cezayirli futbolcusu Sofiane Feghouli, Fransız basınına verdiği röportajda sarı-kırmızılıların yeni transferleri ve bu sezonki hedefleri hakkında çok çarpıcı açıklamalarda bulundu"
1700,HaberTürk,Bazı alanlardaki avukatlık hizmetlerinde KDV indirimi,https://www.haberturk.com/bazi-alanlardaki-avukatlik-hizmetlerinde-kdv-indirimi-2527153-ekonomi,"Aile mahkemeleri, tüketici mahkemeleri ve çocuk mahkemelerinin görev alanına giren davalar ve işler ile vesayet davaları ve iş uyuşmazlıklarında dava şartı olarak arabuluculuk ile bunlara bağlı icra takipleri kapsamında verilen avukatlık hizmetlerindeki KDV oranının tespitine ilişkin Cumhurbaşkanı kararı, Resmi Gazete'de yayımlandı. Karara göre bazı alanlardaki avukatlık hizmetlerinde KDV yüzde 18'den yüzde 8'e indi"
1701,CNN Türk,Husiler'den 'kanlı' açıklama: 200 kişi öldürüldü,https://www.cnnturk.com/dunya/husilerden-kanli-aciklama-200-kisi-olduruldu,"Yemen'de İran destekli Husiler, 3 Eylül'de başlattıkları son askeri operasyonun ikinci aşamasında Suudi Arabistan öncülüğündeki koalisyon güçlerinden en az 200 kişinin öldürüldüğünü ve yaralandığını ileri sürdü."
1702,Dünya,Avrasya Bölgesinin en büyük Blockchain Zirvesi Türkiye’de gerçekleşiyor,https://www.dunya.com/ekonomi/avrasya-bolgesinin-en-buyuk-blockchain-zirvesi-turkiyede-gerceklesiyor-haberi-454606,"Avrupa, Orta Doğu ve Orta Asya'dan yatırımcıların da yer alacağı 200 kişi İstanbul Avrasya Blockchain Zirvesi (Eurasia Blockchain Summit) için İstanbul'a..."
1703,Gazete Duvar,Günün karikatürü,https://www.gazeteduvar.com.tr/gunun-karikaturu/2019/10/02/gunun-karikaturu-139/,Roni Batt  çiziyor.
1704,Sputnik,"Putin: Suudi Arabistan'ın petrol tesislerine saldırıları kınıyoruz, ancak İran'ın suçlu ilan edilmesine karşıyız",https://tr.sputniknews.com/rusya/201910021040307119-putin-suudi-arabistanin-petrol-tesislerine-saldirilari-kiniyoruz-ancak-iranin-suclu-ilan-edilmesine/,"Rusya Devlet Başkanı Vladimir Putin, Suudi Arabistan'ın petrol tesislerine geçtiğimiz hafta düzenlenen saldırıları kınadıklarını, ancak İran'ın suçlu ilan edilmesine karşı olduklarını söyledi. Rusya lideri, Riyad gibi saldırılardan Tahran'ı sorumlu tutan ABD'nin, bu suçlamalarıyla ilgili bir delil sunmadığını belirtti."
1705,Gazete Karınca,Çavuşoğlu’ndan Türkiye’yi eleştiren Macron’a “öten horoz” benzetmesi,https://gazetekarinca.com/2019/10/cavusoglundan-turkiyeyi-elestiren-macrona-oten-horoz-benzetmesi/,"HABER MERKEZİ - Dışişleri Bakanı Çavuşoğlu, Fransa Cumhurbaşkanı Macron'un Türkiye'ye yönelik ifade özgürlüğü eleştirilerine 'öten horoz' benzetmesi ile yanıt verdi: ""Macron'un konuşmalarını ayakları pislik içinde gömülüyken öten horoza benzetiyorum."" Fransa Cumhurbaşkanı Emmanuel Macron, Avrupa Konseyi Parlamenterler Meclisi'nin (AKPM) 70'inci yılı dolayısıyla düzenlenen etkinlikte Türkiye'yi ifade özgürlüğü konularında eleştirdi. Macron, ""Hukukun ..."
1706,Sabah,94 yaşındaki başkomiserin elini öptü,https://www.sabah.com.tr/gundem/2019/10/02/94-yasindaki-baskomiserin-elini-optu,"İstanbul Emniyet Müdürlüğü bünyesinde çeşitli birimlerden emekli olan 528 polise plaket verildi. Merter'deki Polis Eğitim Kongre Merkezi'nde (PEKOM) düzenlenen törende konuşan Emniyet Müdürü Mustafa Çalışkan, en önemli projelerinden birisinin şehit ailelerine ev almak olduğunu belirterek, 'Göreve..."
1707,Sabah,Etnospor’a 1 milyon ziyaretçi bekliyoruz,https://www.sabah.com.tr/gundem/2019/10/02/etnospora-1-milyon-ziyaretci-bekliyoruz,Dünya Etnospor Konfederasyonu Başkanı Bilal Erdoğan'la bu yıl dördüncüsü düzenlenecek Etnospor Kültür Festivali'ni konuştuk Dünya Etnospor Konfederasyonu tarafından düzenlenen Etnospor Kültür Festivali'nin dördüncüsü 3-6 Ekim arasında İstanbul Atatürk Havalimanı'nda gerçekleştirilecek. Dünya...
1708,HaberTürk,"""Bin yıl da sürse buradan ayrılmayacağım""",https://www.haberturk.com/diyarbakir-da-oturma-eylemi-yapan-ailelerin-sayisi-50-ye-ulasti-2527365,Dağa kaçırılan çocukları için HDP İl Başkanlığı binası önünde oturma eylemi yapan Diyarbakır annelerinin evlat nöbeti 30'uncu gününde... 3 Eylül'de başlayan oturma eylemine katılan ailelerin sayısı ise 50'ye ulaştı
1709,HaberTürk,Avaşin'de hava harekatı: 7 terörist etkisiz hale getirildi,https://www.haberturk.com/son-dakika-avasin-de-hava-harekati-7-terorist-etkisiz-hale-getirildi-2527369,"Son dakika... Irak'ın kuzeyindeki Avaşin bölgesine, Pençe Harekatıyla koordineli düzenlenen hava harekatında, PKK'lı 7 terörist etkisiz hale getirildi."
1710,Gazete Duvar,"Karamollaoğlu, Babacan’ı ziyaret etti",https://www.gazeteduvar.com.tr/politika/2019/10/02/karamollaoglu-babacani-ziyaret-etti/,"Temel Karamollaoğlu ve Ali Babacan bugün Ankara'da görüştü. Görüşme, Babacan'ın çalışma ofisinde gerçekleşti."
1711,Sabah,FETÖ’ye “Hava” operasyonu: 20 gözaltı,https://www.sabah.com.tr/gundem/2019/10/02/fetoye-hava-operasyonu-20-gozalti,"Ankara'da Hava Kuvvetleri Komutanlığı'ndaki Fetullahçı Terör Örgütü (FETÖ) yapılanmasına yönelik soruşturması kapsamında 9'u muvazzaf 20 şüpheli hakkında gözaltı kararı verdi. Ankara Cumhuriyet Başsavcılığının talimatı üzerine Ankara Emniyet Müdürlüğü Terörle Mücadele Şube Müdürlüğü ekipleri,..."
1712,Yeni Akit,TSK'dan sınır ötesine hava harekatı! Öldürüldüler,https://www.yeniakit.com.tr/haber/tskdan-sinir-otesine-hava-harekati-oldurulduler-939538.html,TSK'nın Irak'ın kuzeyinde Avaşin bölgesine düzenlediği hava harekatında 7 terörist öldürüldü.
1713,Sabah,İzmir'de 700 kilogram uyuşturucu ele geçirildi,https://www.sabah.com.tr/gundem/2019/10/02/izmirde-700-kilogram-uyusturucu-ele-gecirildi,"İzmir'de bir minibüste yaklaşık 700 kilogram uyuşturucu ele geçirilen operasyonla ilgili gözaltına alınan 5 şüpheli tutuklandı. Alınan bilgiye göre, Güzelbahçe ilçesinde bir minibüste ele geçirilen yaklaşık 700 kilogram 'skunk' maddesine ilişkin yürütülen soruşturma kapsamında 3 kişi daha gözaltına..."
1714,CNN Türk,Fatih Terim'den PSG yorumu,https://www.cnnturk.com/spor/futbol/fatih-terimden-psg-yorumu,"Galatasaray Teknik Direktörü Fatih Terim, UEFA Şampiyonlar Ligi'nde Paris Saint-Germain'e (PSG) 1-0 yenildikleri maçta iyi mücadele sergilediklerini söyledi."
1715,Sabah,Havacı tabip albay FETÖ’nün rehberi çıktı,https://www.sabah.com.tr/gundem/2019/10/02/havaci-tabip-albay-fetonun-rehberi-cikti,"Konya'daki soruşturmada 50 asker hakkında yakalama kararı çıkarıldı. 18 ilde düzenlenen operasyonda Kara, Hava, Özel Kuvvetler ve Deniz Kuvvetleri ile Jandarma Komutanlıklarında görev yapan ve 6'sı daha önce ihraç edilmiş 44'ü muvazzaf 50 askerden, 30'u gözaltına alındı. Gözaltı listesinde bulunan..."
1716,Yeni Akit,Bekçilik mülakat sonuçları açıklandı mı?,https://www.yeniakit.com.tr/haber/bekcilik-mulakat-sonuclari-aciklandi-mi-939539.html,Bekçilik mülakat sonuçları açıklandı mı? sorusu sınava giren bekçi adayları tarafından merak ediliyor. Geçtiğimiz günlerde bekçilik mülakatlarına girecek olanlar...
1717,CNN Türk,Kadın Ragbi Lig Milli Takımı'nın büyük sınavı,https://www.cnnturk.com/spor/diger-sporlar/kadin-ragbi-lig-milli-takiminin-buyuk-sinavi,Kadın Ragbi Lig Milli Takımımız Dünya 7.'si Fransa'ya karşı sahaya çıkıyor.
1718,Sabah,Geleneksel mutfaklar ETNOSPOR’da,https://www.sabah.com.tr/gundem/2019/10/02/geleneksel-mutfaklar-etnosporda,"ETNOSPOR Kültür Festivali'ne giden ziyaretçiler; Afganistan, Arnavutluk, Azerbaycan, Filistin, Gürcistan, Kosova, Moldova,Moğolistan, Özbekistan, Pakistan, Senegal, Sudan, Tanzanya, Tunus, Ukrayna ve Yemen'den oluşan 16 ülkenin geleneksel lezzetleriyle geçmişe uzanan bir tarih yolculuğuna çıkacak...."
1719,Yeni Akit,Ahmet Davutoğlu'nun eski danışmanından olay sözler! O parti için oy toplamaya başladı,https://www.yeniakit.com.tr/haber/ahmet-davutoglunun-eski-danismanindan-olay-sozler-o-parti-icin-oy-toplamaya-basladi-939540.html,"AK Parti'den istifa eden eski Başbakan Ahmet Davutoğlu'nun eski danışmanı Atılgan Bayar, yeni hareketlere yönelik eleştirilerini sürdürüyor. Bayar, sosyal medya..."
1720,Sabah,TÜBİTAK yapılanmasına baskın: 12 şüpheli yakalandı,https://www.sabah.com.tr/gundem/2019/10/02/tubitak-yapilanmasina-baskin-12-supheli-yakalandi,"Kocaeli'nde eski TÜBİTAK çalışanı 12 şüpheli yakalandı. Sivas, Eskişehir ve Bursa'daki operasyonlarda ise 28 şüpheli gözaltına alındı SİVAS: Örgütün 'doktor yapılanması'na yönelik yürütülen soruşturmada, 'sorumlu' olarak faaliyet gösterdikleri ve 'ByLock' görüşmelerinde adlarının geçtiği ileri..."
1721,Hürriyet,"Meteoroloji'den son dakika açıklaması: Hafta sonu yağış var, sıcaklıklar düşecek",http://www.hurriyet.com.tr/gundem/meteorolojiden-son-dakika-aciklamasi-hafta-sonu-yagis-var-sicakliklar-dusecek-41342528,Son Dakika Haberler - Meteoroloji'den yapılan son açıklamaya göre hafta sonu ülke genelinde serin ve yağışlı hava etkili olacak. Havanın serinlemesiyle birlikte hava sıcaklıkları da 6 ila 12 derece azalacak.
1722,Sabah,"“Pensilvanyalı ruhani” Gülen, meğer Mısır’ın Sisi’sine âşık olmuş",https://www.sabah.com.tr/yazarlar/barlas/2019/10/02/pensilvanyali-ruhani-gulen-meger-misirin-sisisine-sik-olmus,"Devlete sızarak ülkesinin yönetimini ele geçirmeye çalışırken yakalanan ve Pensilvanya'dan gönderdiği beddualarla kafa yapısının nasıl çarpık olduğu tam olarak anlaşılan Fetullah Gülen, artık bir komedi kaynağı olmak yolunda adımlar atıyor... Allah'tan korkarmış Gülen'in son marifeti, Mısır'daki bir..."
1723,T24,"Başdanışmanı Uçum, Erdoğan gibi düşünmüyor: Yüzde 50+1 oy kuralı istikrarın temelidir","https://t24.com.tr/haber/basdanismani-ucum-erdogan-gibi-dusunmuyor-yuzde-50-1-oy-kurali-istikrarin-temelidir,842004","Başdanışmanı Uçum, Erdoğan gibi düşünmüyor: Yüzde 50+1 oy kuralı istikrarın temelidir"
1724,HaberTürk,Azil soruşturmasını darbeye benzetti,https://www.haberturk.com/trump-tan-azil-sorusturmasina-darbe-benzetmesi-2527154,"ABD Başkanı Trump, hakkında başlatılan azil soruşturmasına ilişkin, ""Şu anda olanların bir azil değil, bir darbe olduğu sonucuna varıyorum."" değerlendirmesini yaptı"
1725,Sputnik,Ukrayna lideri Zelenskiy'in danışmanı: Robotla seks yapmak isterdim,https://tr.sputniknews.com/avrupa/201910021040302044-ukrayna-lideri-zelenskiyin-danismani-robotla-seks-yapmak-isterdim/,"Ukrayna Devlet Başkanı Vladimir Zelenskiy'in fütüroloji danışmanı İgor Novikov, robotla beraber olmakta hiçbir sakınca görmediğini söyledi."
1726,Sabah,Uçaklarda ‘hava polisi’ dönemi başlıyor,https://www.sabah.com.tr/gundem/2019/10/02/ucaklarda-hava-polisi-donemi-basliyor,"Türk tescilli sivil hava araçlarında artık sivil polisler görev alacak. Polisler, uçak kaçırmalarına ve benzeri olaylara karşı uçuşlarda görev yapacak İçişleri Bakanlığı'nca yayımlanan yönetmeliğe göre uçaklara koruma polisleri geliyor. Hizmet, uluslararası uçuşu olan havalimanlarının bulunduğu..."
1727,Diken,Hong Kong polisinin plastik mermiyle vurduğu gazeteci gözünü kaybetti,http://www.diken.com.tr/hong-kong-polisinin-plastik-mermiyle-vurdugu-gazeteci-gozunu-kaybetti/,"Hong Kong'daki gösterilerde dün Endonezyalı bir gazeteci, polisin sıktığı plastik mermi nedeniyle sağ gözünü kaybetti."
1728,Cumhuriyet,Saray'da dikkat çeken toplantı,http://www.cumhuriyet.com.tr/haber/siyaset/1609033/Saray_da_dikkat_ceken_toplanti.html,Siyaset - Yüksek İstişare Kurulu (YİK) Cumhurbaşkanı Recep Tayyip Erdoğan başkanlığında toplandı.
1729,CNN Türk,Öykü Arin'in aylar sonra saçı çıktı,https://www.cnnturk.com/turkiye/oyku-arinin-aylar-sonra-saci-cikti,"Son Dakika Flaş Haberler - Antalya'da lösemi tedavisi gören Öykü Arin'e (4) 26 Haziran'da babasından nakledilen yarı uyumlu kök hücre, yüzde 98,5 oranında tuttu. Sağlığı her geçen gün iyiye giden Öykü Arin'in kaşları ve kirpikleri belirginleşti, saçı çıkmaya başladı."
1730,Diken,‘Erdoğan’a hakaret’te bugün: Tiyatrocu Ersin Umut Güler’e hapis cezası,http://www.diken.com.tr/erdogana-hakarette-bugun-tiyatrocu-ersin-umut-guler-sosyal-medyadan-hapis-cezasi/,Tiyatrocu Ersin Umut Güler'e 'cumhurbaşkanına hakaret' suçundan hapis cezası verildi.
1731,Sabah,FETÖ’nün rapor çetesine operasyon,https://www.sabah.com.tr/gundem/2019/10/02/fetonun-rapor-cetesine-operasyon,"Kuleli Askeri Lisesi'nde, FETÖ'cü olmayan öğrencileri sağlık raporuyla tasfiye eden tamamı doktor 11 asker gözaltına alındı. Yurt genelinde ise 7 ilde 90 şüpheli yakalandı FETÖ'ye yönelik 7 il merkezli operasyonlarda haklarında, yakalama kararı çıkarılan 125 şüpheliden 101'i gözaltına alındı...."
1732,Sputnik,Yunanistan'ın Göçten Sorumlu Bakan Yardımcısı Kumuçakos'tan Türkiye’ye mali destek çağrısı,https://tr.sputniknews.com/turkiye/201910021040307295-yunan-bakandan-turkiyeye-mali-destek-cagrisi/,"Yunanistan'ın Göçten Sorumlu Bakan Yardımcısı Yorgo Kumuçakos, sığınmacılar konusunda ağır bir yükün altına giren Türkiye'ye daha fazla mali destek verilmesi gerektiğini söyledi."
1733,HaberTürk,Patronun karısına cinayet mesajı: Aramızda engel kalmadı,https://www.haberturk.com/oto-tamirci-cinayeti-davasinda-yeni-goruntuler-ortaya-cikti-2527368,Son dakika... İstanbul'da öldürülen oto tamircisi Gökhan Arıcan cinayetinde davanın seyrini değiştiren görüntüler ortaya çıktı. Gelinlerinden şüphelenen Arıcan ailesi olayın peşini bırakmadı. Aile tutuklu bulunan katil zanlısı ile Arıcan'ın eşinin olaydan önce olaydan önce iş yerinin güvenlik kamerasına takılan görüntülerini savcılığa ulaştırdılar.
1734,Sabah,CHP’li Gürsel Tekin PKK’nın kanalında,https://www.sabah.com.tr/gundem/2019/10/02/chpli-gursel-tekin-pkknin-kanalinda,"Seçim döneminde PKK'nın siyasi kolu HDP ile ittifak yapan CHP'nin PKK seviciliğine bir yenisi daha eklendi. CHP İstanbul Milletvekili Gürsel Tekin, hain terör örgütü PKK'nın medya organı ANF'ye röportaj verdi. İçişleri Bakanlığı'nın kayyum kararını eleştiren CHP'li Tekin'in verdiği demecin..."
1735,Yeni Akit,Hasan Kaçan sosyal medyadan paylaştı! Evlat nöbetinde aile sayısı 50 oldu,https://www.yeniakit.com.tr/haber/hasan-kacan-sosyal-medyadan-paylasti-evlat-nobetinde-aile-sayisi-50-oldu-939542.html,"Diyarbakır'da HDP İl binası önünde evlat nöbeti tutan ailelerin sayısı artıyor. Sanatçı Hasan Kaçan sosyal medya hesabından konuyla ilgili paylaşım yaparak,..."
1736,BirGün,Bir devrimci sendikacının hatırası,https://www.birgun.net/haber/bir-devrimci-sendikacinin-hatirasi-270900,"Tarih 22 Ağustos 1970'ti. Necmettin Giritlioğlu, Aliağa rafinerisi inşaatının kapısında kalbinden vurularak öldürüldüğünde 26 yaşındaydı. Yaşasaydı bugün 75"
