sira,gazete,baslik,url,haber_metni
1467,Gazete Duvar,Hentbol sezonu zorluklarla başladı,https://www.gazeteduvar.com.tr/spor/2019/10/02/hentbol-sezonu-zorluklarla-basladi/,"Hentbol ligi aslında bu sezon pek çok zorluklar ile bir araya gelebildi. Fon üretilememesi, maliyetlerin artması, spor camiasından desteğin sınırlı alması, yönetim hataları nedeni ile iki yılda 57 kulüp hentboldan çekildi. Erkeklerde Selka gibi çok değerli bir yapı terk etti hentbolu. Batman ve Adıyaman Belediyeleri kapattı. Yozgat Bozok çıkmayı reddedip Başkent Akademi'ye devretti takımı. Bu kadar zorluklar ile uğraşan hentbol camiası, İstanbul Belediyesi'ne ait olan ve bulunduğu bölgede hentbol ölçülerine sahip tek tesisi, Ümraniye Haldun Alagaş Spor Salonu'nu da kaybetti."
1468,T24,50+1' baraj tartışmasına Cumhur İttifakı'nın küçük ortağı da katıldı: Sulandırmak olur ,"https://t24.com.tr/haber/50-1-baraj-tartismasina-cumhur-ittifaki-nin-kucuk-ortagi-da-katildi-sulandirmak-olur,841964","""Bu sistemin en önemli özelliği halkın çoğunluğunun bir fazlasıyla iktidara gelmektir"""
1469,Diken,Dolar/TL 12 Eylül’den bu yana ilk kez 5.75’in üzerini test etti,http://www.diken.com.tr/dolar-tl-12-eylulden-bu-yana-ilk-kez-5-75in-uzerini-test-etti/,Küresel piyasalardaki olumsuz hava ve Cumhurbaşkanı Tayyip Erdoğan'ın Fırat'ın doğusuna ilişkin açıklamalarının ABD ile gerilimi artıracağı endişeleriyle yükselen dolar/TL bugün (2 Ekim) 12 Eylül'den bu yana ilk kez 5.75 seviyesinin üzerini test etti.
1470,Gazete Duvar,Evlilik teklifini ‘çalı’ olarak izledi,https://www.gazeteduvar.com.tr/hayat/2019/10/02/evlilik-teklifini-cali-olarak-izledi/,Kız kardeşinin evlilik teklifi alacağını öğrenince çalı kostümü giyerek izlemeye karar verdi. Fotoğrafları Twitter'da 100 binden fazla beğeni topladı.
1471,Anadolu Ajansı,Sala'nın bonservisi CAS'a taşınacak,https://www.aa.com.tr/tr/guncel/ucak-kazasinda-hayatini-kaybeden-salanin-bonservisi-casa-tasinacak/1599887,"Cardiff City, FIFA'nın, uçak kazasında hayatını kaybeden Arjantinli futbolcunun bonservisinin ilk taksiti olan 6 milyon avroyu ödemesi talimatını CAS'a taşıyor"
1472,NTV,Çalışma Bakanı Selçuk: Geçici işçilerin çalışma sürelerini uzattık,"https://www.ntv.com.tr/ekonomi/calisma-bakani-selcukgecici-iscilerin-calisma-surelerini-uzattik,LJMzHBMgI0Osd4F4hepLjA","Aile, Çalışma ve Sosyal Hizmetler Bakanı Zehra Zümrüt Selçuk, toplu iş sözleşmesinde geçici işçilerle alakalı verdikleri sözü hatırlatarak, ""Sözümüzü tuttuk, geçici işçi kardeşlerimizin 2019 yılında çalışma sürelerini 9 ay 29 güne kadar uzattık. Emekçi kardeşlerimiz ve ailelerine hayırlı uğurlu olsun"" dedi."
1473,CNN Türk,Hikmet Karaman'ın istifası kabul edilmedi,https://www.cnnturk.com/spor/futbol/hikmet-karamanin-istifasi-kabul-edilmedi,"Süper Lig ekiplerinden Kayserispor'un kulüp başkanı Erol Bedir, takımdan ayrılma kararı alan teknik direktörleri Hikmet Karaman'ı ikna ettiklerini söyledi."
1474,Diken,Fabrika yatırımı beklenen Volkswagen Manisa’da şirket kurdu,http://www.diken.com.tr/fabrika-yatirimi-beklenen-volkswagen-manisada-sirket-kurdu/,"Alman otomotiv devi Volkswagen, Manisa'da 943 milyon 500 bin lira sermayeli 'Volkswagen Turkey Otomotiv Sanayi ve Ticaret AŞ' kurdu."
1475,Diken,İBB’ye ait Hamidiye suyuna kamu kurumlarından boykot genişliyor,http://www.diken.com.tr/ibbye-ait-hamidiye-suyuna-kamu-kurumlarindan-boykot-genisliyor/,"Kültür ve Turizm Bakanlığı, Sanayi ve Teknoloji Bakanlığı, Milli Saraylar İdaresi ve Vakıfbank; İstanbul Büyükşehir Belediyesi'ne (İBB) ait Hamidiye suyu ile olan sözleşmelerini sonlandırdı."
1476,BirGün,AKP milletvekilinin evindeki şüpheli ölüm için soru önergesi: Emniyet'in 'intihar vakası' vurgusunun gerekçesi nedir?,https://www.birgun.net/haber/akp-milletvekilinin-evindeki-supheli-olum-icin-soru-onergesi-emniyet-in-intihar-vakasi-vurgusunun-gerekcesi-nedir-270904,Özbekistan uyruklu Nadira Kadirova 23 Eylül 2019 tarihinde AKP İstanbul Milletvekili Şirin Ünal'ın evinde bakıcılık yaparken şüpheli bir şekilde
1477,Sabah,TBMM yeni yasama dönemine başladı. İşte resepsiyondan ilginç kareler...,https://www.sabah.com.tr/gundem/2019/10/01/tbmm-yeni-yasama-donemine-basladi-iste-resepsiyondan-ilginc-kareler,TBMM'nin 27. Dönem üçüncü yasama yılı sebebiyle TBMM Tören Salonu'nda resepsiyon verildi. Başkan Erdoğan'ın da katıldığı resepsiyonda ilginç kareler...
1478,T24,Cemal Kaşıkçı ölüm yıl dönümünde İstanbul'daki Suudi Arabistan Başkonsolosluğu önünde anıldı,"https://t24.com.tr/haber/cemal-kasikci-olum-yil-donumunde-istanbul-daki-suudi-arabistan-baskonsoloslugu-onunde-aniliyor,841968",Cemal Kaşıkçı ölüm yıl dönümünde İstanbul'daki Suudi Arabistan Başkonsolosluğu önünde anıldı
1479,HaberTürk,Şampiyonlar Ligi'nde gecenin sonuçları,https://www.haberturk.com/sampiyonlar-ligi-nde-gecenin-sonuclari-2527145-spor,UEFA Şampiyonlar Ligi 2019-20 sezonu grup aşamasının ikinci haftasında 8 maç oynandı
1480,Anadolu Ajansı,Volkswagen Manisa'da şirket kurdu,https://www.aa.com.tr/tr/guncel/almanya-merkezli-volkswagen-manisada-sirket-kurdu/1599893,"Türkiye Ticaret Sicili Gazetesi'nde yer alan bilgilere göre, merkezi Almanya'da bulunan Volkswagen, Manisa'da 943,5 milyon lira sermayeli ""Volkswagen Turkey Otomotiv Sanayi ve Ticaret AŞ"" unvanlı şirket kurdu"
1481,HaberTürk,"""Hayalet gibiydiler""",https://www.haberturk.com/galatasaray-degerlendirmesi-hayalet-gibiydiler-2527319-spor,"Son Dakika Fransa'nın saygın gazetelerinden L'Equipe, dün akşam Paris Saint-Germain'in Galatasaray'ı yendiği maça geniş yer ayırdı."
1482,HaberTürk,Ankara'da korkutan yangın!,https://www.haberturk.com/ankara-da-mustakil-evde-yangin-cikti-2527146,"Ankara'da, müstakil evin çatısında çıkan yangın itfaiye ekipleri tarafından söndürüldü. 10 kişinin tahliye edildiği ev, kullanılmaz hale geldi."
1483,NTV,"Elizabeth Hurley, Empire State'in pembe ışıklarını yaktı","https://www.ntv.com.tr/galeri/yasam/elizabeth-hurley-empire-statein-pembe-isiklarini-yakti,nrhFR9xvc0Ki_gJv1uZawg","Elizabeth Hurley, Meme Kanseri Farkındalık Ayı etkinliği kapsamında Empire State binasının pembe renge dönüşmesi için özel ışıklandırma sistemini çalıştırdı."
1484,Diken,Atölye Modern’in yeni seminer dönemi 8 Ekim’de başlıyor: Çağdaş sanat hayatımızın neresinde?,http://www.diken.com.tr/atolye-modernin-yeni-seminer-donemi-8-ekimde-basliyor-cagdas-sanat-hayatimizin-neresinde/,İstanbul Modern'in yetişkinlere yönelik atölye ve seminer programı 'Atölye Modern'in 19'uncu seminer dönemi sanatçıların katılımıyla ve yeni programlar eşliğinde 8 Ekim'de başlayacak.
1485,Karar,"Fenerbahçe, Tahkim Kurulu'na gidiyor",https://www.karar.com/spor-haberleri/fenerbahce-tahkim-kuruluna-gidiyor-1340850,"Fenerbahçe; Aytemiz Alanyaspor'la oynadıkları maçta kural hatası yapıldığı gerekçesiyle Türkiye Futbol Federasyonu'na (TFF) yaptığı itirazın reddedilmesi üzerine, Tahkim Kurulu'na başvurma kararı aldı."
1486,HaberTürk,Üniversite binası boşaltıldı,https://www.haberturk.com/tekirdag-da-kolonlari-zarar-goren-universite-binasi-bosaltildi-2527323,"İstanbul Silivri açıklarında meydana gelen 5.8 büyüklüğündeki depremde, Tekirdağ Namık Kemal Üniversitesi'nin kolonları zarar gören Teknik Bilimler Meslek Yüksekokulu binası boşaltıldı."
1487,Karar,Muhalefetten 40+1 yanıtı: İktidarda kalmak için her yolu deniyorlar,https://www.karar.com/guncel-haberler/muhalefetten-40-1-yaniti-iktidarda-kalmak-icin-her-yolu-deniyorlar-1340898,"AK Parti kulislerinde konuşulan ve dün Cumhurbaşkanı Erdoğan'ın katıldığı 40+1 tartışmalarına muhalefetten bugün yanıt geldi. Muhalefet partileri, AK Parti'nin oy kaybettiğini bu nedenle iktidarda kalmak için her yolu denediklerini ileri sürdü."
1488,Gazete Duvar,"Canan Kaftancıoğlu, CHP Şişli’ye kayyım atadı",https://www.gazeteduvar.com.tr/politika/2019/10/02/canan-kaftancioglu-chp-sisliye-kayyim-atadi/,CHP Şişli İlçe Örgütü'ne kayyım atandı. CHP Şişli İlçe Başkanı Veli Çelik ve yönetim kurulu görevden alındı.
1489,Anadolu Ajansı,İzmir'de 720 düzensiz göçmen yakalandı,https://www.aa.com.tr/tr/guncel/izmirde-720-duzensiz-gocmen-yakalandi-/1599508,İzmir'de son üç günde yasa dışı yollarla yurt dışına çıkmaya çalışan 720 düzensiz göçmen yakalandı
1490,Sabah,Bursa merkezli FETÖ operasyonu,https://www.sabah.com.tr/gundem/2019/10/02/bursa-merkezli-feto-operasyonu,Bursa merkezli 6 ilde Fetullahçı Terör Örgütü'ne (FETÖ) yönelik operasyonda gözaltına alınan 19 şüpheliden 9'u adliyeye sevk edildi. Cumhuriyet Başsavcılığı tarafından örgüte yönelik soruşturma kapsamında dün yakalanan 19 zanlıdan 9'unun emniyetteki işlemleri tamamlandı. Şüpheliler geniş güvenlik...
1491,Anadolu Ajansı,İsrail Gazze'deki gösterileri takip eden gazetecileri 'kasten' hedef alıyor,https://www.aa.com.tr/tr/guncel/israil-gazzedeki-gosterileri-takip-eden-gazetecileri-kasten-hedef-aliyor/1599509,"Gazze'deki El-Mizan İnsan Hakları Merkezi ""İsrail askerleri, Büyük Dönüş Yürüyüşü eylemlerinin başladığı Mart 2018'den bu yana 2 gazeteciyi öldürdü, 10'u kadın olmak üzere 173 gazeteciyi yaraladı."" açıklamasında bulundu"
1492,Sputnik,Şırnak Valiliği'nden eylem ve etkinlik yasağı,https://tr.sputniknews.com/turkiye/201910021040301617-sirnak-valiliginden-eylem-ve-etkinlik-yasagi/,"Şırnak Valiliği, kentte düzenlenmesi planlanan eylem ve etkinliklerin 15 gün süreyle yasaklandığını açıkladı."
1493,T24,Abisinin cinsel istismarına uğrayan 16 yaşındaki çocuk hamile kaldı; aile şikâyetçi olmadı,"https://t24.com.tr/haber/abisinin-cinsel-istismarina-ugrayan-16-yasindaki-cocuk-hamile-kaldi-aile-sikayetci-olmadi,841969","H.E., ifadesinde 2017'den beri abisinin cinsel istismarına uğradığını söyledi"
1494,Sputnik,Muharrem İnce’den 'yüzde 50+1' yorumu,https://tr.sputniknews.com/turkiye/201910021040301632-muharrem-inceden-yuzde-501-yorumu/,"CHP'li Muharrem İnce, Cumhurbaşkanı Erdoğan'ın gün içinde yaptığı '50+1' açıklamasından sonra sosyal medya üzerinden değerlendirmede bulundu."
1495,Karar,Bernardo Silva'ya internet paylaşımı için 'ırkçılık' soruşturması,https://www.karar.com/spor-haberleri/bernardo-silvaya-internet-paylasimi-icin-irkcilik-sorusturmasi-1340897,"Manchester City'nin Portekizli orta sahası Bernardo Silva'nın başı, takım arkadaşı Benjamin Mendy'e sosyal medyadan yaptığı şaka nedeniyle derde girdi. Mendy'nin gülerek karşılık verdiği paylaşımla alakalı İngiltere Futbol Federasyonu, Silva hakkında"
1496,Sabah,Çeşme'de 42 kaçak göçmen yakalandı,https://www.sabah.com.tr/gundem/2019/10/02/cesmede-42-kacak-gocmen-yakalandi,"İzmir'in Çeşme ilçesinde, lastik botla Yunanistan'ın Sakız Adası'na geçmeye çalışan 21'i çocuk 42 kaçak göçmen yakalandı. Sahil Güvenlik ekiplerine, geçen pazartesi günü saat 07.05'te, Çeşme ilçesi Uçburun açıklarında lastik botta bir grup kaçak göçmen olduğu bildirildi. Hemen bölgeye giden ekipler..."
1497,Anadolu Ajansı,Esed rejimi güçleri Suriye'de keyfi tutuklamalarını sürdürüyor,https://www.aa.com.tr/tr/guncel/esed-rejimi-gucleri-suriyede-keyfi-tutuklamalarini-surduruyor/1599895,"Suriye İnsan Hakları Ağı, Esed rejimi güçlerinin geçen ay 197 kişiyi daha alıkoyduğunu duyurdu."
1498,Gazete Duvar,45 mesleğe erken emeklilik imkanı,https://www.gazeteduvar.com.tr/gundem/2019/10/02/45-meslege-erken-emeklilik-imkani/,Yıpranma hakkından yararlanarak erken emekli olabilecek meslek sayısı 45'e çıktı. En çok teşvik alan meslek grubu maden işçiliği oldu.
1499,Anadolu Ajansı,Ligde 7. haftanın hakemleri açıklandı,https://www.aa.com.tr/tr/guncel/ligde-7-haftanin-hakemleri-aciklandi/1599900,Süper Lig'de 7. hafta maçlarını yönetecek hakemler belli oldu
1500,Anadolu Ajansı,Muhammed bin Selman’ın itirafı anlamlı değil',https://www.aa.com.tr/tr/guncel/gardner-muhammed-bin-selman-in-itirafi-anlamli-degil/1599897,"Gardner, Veliaht Prens bin Selman'ın,  ""Kaşıkçı cinayetinde sorumluluk bende"" açıklamasına dair, ""Sorumlu olduğunu zaten biliyorduk. 'Kim emir verdi? Nasıl planlandı? Cenazesi nerede?' sorularının cevabı yokken bu itiraf anlamlı değil."" dedi"
1501,Karar,"Avcılar Belediyesinde çalışan bir kadın, deprem oldu sanıp camdan atladı",https://www.karar.com/guncel-haberler/avcilar-belediyesinde-calisan-bir-kadin-deprem-oldu-sanip-camdan-atladi-1340896,"Avcılar Belediyesinde çalışan bir kadının dün, deprem olduğunu sanınca cama çıkarak atlamaya çalıştığı ana ilişkin yeni görüntüler ortaya çıktı."
1502,Hürriyet,"Anne ve babasını siyanürle öldürmüştü, hakim karşısına çıktı! Dehşeti böyle anlattı",http://www.hurriyet.com.tr/gundem/anne-ve-babasini-siyanurle-oldurmustu-hakim-karsisina-cikti-dehseti-boyle-anlatti-41342361,"Son Dakika Haberler - İzmir'in Bayraklı ilçesinde annesi Fatma (39) ve babası Mehmet Kalkan'ı (46), içine siyanür koyduğu şerbeti içirerek öldüren Mahmut Can Kalkan (21) hakim karşısına çıktı. Psikolojik sorunları olduğunu ileri süren sanık, Sevgilimden ayrıldıktan sonra kırmızı gözlü biriyle tanıştım. Onu sadece..."
1503,Sabah,Didim'de 61 kaçak göçmen yakalandı,https://www.sabah.com.tr/gundem/2019/10/02/didimde-61-kacak-gocmen-yakalandi,"Aydın'ın Didim ilçesinden yasa dışı yollarla Yunan Adaları'na geçmeye çalışan 61 kaçak göçmen, Sahil Güvenlik ekiplerince yakalandı. Didim ilçesi Turna Burnu açıklarında devriye görevi yapan Sahil Güvenlik ekibi, dün saat 01.30 sıralarında, bir lastik bot tespit etti. Durdurulan lastik botta 23'ü..."
1504,Sabah,Akar'dan açıklama: Kimsenin şüphesi olmasın onu da yapacağız,https://www.sabah.com.tr/gundem/2019/10/02/akardan-aciklama-kimsenin-suphesi-olmasin-onu-da-yapacagiz,"Milli Savunma Bakanı Akar: 'F-35 olmuyorsa, Hürkuş'u yaptık, kendi milli muharip uçağımızı da yaparız, yapacağız. Patriot olmuyorsa, 'Siper'i yapıyoruz, kendi hava savunma sistemimizi daha da geliştireceğiz. Bundan kimsenin şüphesi olmasın.' Milli Savunma Bakanı Hulusi Akar F-35 krizinin Türkiye'nin..."
1505,Sabah,FETÖ üyeleri için 'himmet' toplayanlara operasyon: 19 gözaltı,https://www.sabah.com.tr/gundem/2019/10/02/feto-uyeleri-icin-himmet-toplayanlara-operasyon-19-gozalti,"Konya merkezli 7 ilde, Fethullahçı Terör Örgütü/Paralel Devlet Yapılanmasına (FETÖ/PDY) yönelik operasyonda aralarında avukatların da bulunduğu 19 kişi gözaltına alındı. Şüphelilerin, terör örgütü soruşturması kapsamında ihraç edilen ya da eşleri tutuklanan aileler için himmet toplayıp, maddi ve..."
1506,Anadolu Ajansı,Türk ayakkabısı için New York'ta 'Steve Madden'li adım,https://www.aa.com.tr/tr/guncel/turk-ayakkabisi-icin-new-yorkta-steve-maddenli-adim/1599904,"12 Türk ayakkabı ihracatçısı, New York'ta, ABD'nin önde gelen markalarından Steve Madden, Fox's, Orly Shoes gibi ayakkabı markalarına ve ithalatçılarına koleksiyonlarını tanıttı"
1507,Anadolu Ajansı,Eylülde en fazla ihracatı otomotiv yaptı,https://www.aa.com.tr/tr/guncel/eylulde-en-fazla-ihracati-otomotiv-yapti/1599910,"Otomotiv endüstrisi, geçen ay 2 milyar 594 milyon 651 bin dolarla en fazla ihracat gerçekleştirilen sektör oldu."
1508,Anadolu Ajansı,Afganistan'daki tartışmalı seçimler yeni bölünmelere yol açabilir,https://www.aa.com.tr/tr/guncel/afganistandaki-tartismali-secimler-yeni-bolunmelere-yol-acabilir/1599911,Afganistan'da halk 28 Eylül'de yeni cumhurbaşkanını belirlemek için sandık başına gitti. Taliban'ın saldırı tehditleri ve şiddetin gölgesinde yapılan seçimlere katılım beklenenin epey altında kaldı
1509,NTV,Cezayir Houari Boumediene Havalimanı'nda yangın,"https://www.ntv.com.tr/dunya/cezayir-houari-boumediene-havalimaninda-yangin,jWAIR2lVV0ekMlQcoNvfdA",Cezayir'in başkentindeki Houari Boumediene Havalimanı'nda yangın çıktığı bildirildi.
1510,Anadolu Ajansı,Bin yıl da sürse buradan ayrılmayacağım',https://www.aa.com.tr/tr/guncel/bin-yil-da-surse-buradan-ayrilmayacagim/1599912,"Dağa kaçırılan çocukları için sorumlu tuttukları HDP'nin il başkanlığı binası önünde oturma eylemi yapan annelerden Mevlüde Üçdağ, ""Bin yıl da sürse ben buradan ayrılmayacağım."" dedi"
1511,Dünya,Cargill'in biyoetanol tesisine verilen “ÇED Gereksizdir” kararına iptal,https://www.dunya.com/yurttan-haberler/cargillin-biyoetanol-tesisine-verilen-ced-gereksizdir-kararina-iptal-haberi-454593,"Bursa Orhangazi'deki Cargill mısır işleme fabrikasına ilave yapılacak biyoetanol tesisi projesi için idare tarafından verilen ""ÇED gereksizdir"" kararı, Bursa..."
1512,T24,Libya Ulusal Ordusu: Türk yapımı insansız hava araçları imha edildi,"https://t24.com.tr/haber/libya-ulusal-ordusu-turk-yapimi-insansiz-hava-araclari-imha-edildi,841979","Libya Ulusal Ordusu sözcüsü, Mitika ve Misrata havalimanlarında Türk yapımı İHA'lara füzeler eklendiğini iddia etti"
1513,Gazete Karınca,ODTÜ Mezunlar Derneği’nde iş bırakma eylemi,https://gazetekarinca.com/2019/10/odtu-mezunlar-derneginde-is-birakma-eylemi/,"HABER MERKEZİ - ODTÜ Mezunlar Derneği'nde çalışan işçiler maaşlarını alamayınca tekrar iş bıraktı. Orta Doğu Teknik Üniversitesi (ODTÜ) Mezunları Derneği'nde çalışan Türkiye Ticaret, Kooperatif, Eğitim, Büro ve Güzel Sanatlar İşçileri Sendikası (Tez-Kop-İş) ve Devrimci Turizm İşçileri Sendikası (Dev Turizm-İş) üyesi işçiler iş bıraktı. Çalışanlar, 24 Eylül'de uyarı niteliğinde ""Çalışmama hakkımızı ..."
1514,Dünya,Bursa Uluslararası Tarım ve Hayvancılık Fuarları için geri sayım başladı,https://www.dunya.com/yurttan-haberler/bursa-uluslararasi-tarim-ve-hayvancilik-fuarlari-icin-geri-sayim-basladi-haberi-454594,"Bursa Tarım ve Hayvancılık Fuarları, için geri sayım başladı. 8 - 12 Ekim 2019 tarihleri arasında gerçekleşecek buluşmada, 300 bin ziyaretçi..."
1515,HaberTürk,İletişim Başkanı Altun'dan Kaşıkçı paylaşımı,https://www.haberturk.com/iletisim-baskani-altun-dan-kasikci-paylasimi-2527327,"İletişim Başkanı Fahrettin Altun, gazeteci Cemal Kaşıkçı cinayetine ilişkin, ""Suudi Arabistan makamlarının yargılamanın şeffaflığına gölge düşüren tutumu ve adaletin yerini bulması için yeterli çabayı göstermemesi vicdanları yaralamaktadır"" ifadelerini kullandı."
1516,HaberTürk,"Fenerbahçe, Tahkim Kurulu'na gidiyor",https://www.haberturk.com/fenerbahce-den-tff-nin-kararina-cevap-2527329-spor,"Son dakika haberine göre; Fenerbahçe, TFF'nin 'Alanyaspor - Fenerbahçe maçında kural hatası yok' kararına cevap verdi. Sarı-lacivertliler, kararın Tahkim Kurulu'na taşınacağını belirtip TFF'den istedikleri belgeleri açıkladı"
1517,CNN Türk,"Geyik, turizm beldesinin gözde yerini karıştırdı",https://www.cnnturk.com/dunya/geyik-turizm-beldesinin-gozde-yerini-karistirdi-cadde-trafige-saatlerce-kapatildi,"İtalya'nın Alpler bölgesinde bir mağazaya giren geyik, sıkıştığı kıyafetler arasından kurtarıldı."
1518,Sputnik,Husiler: 'Koalisyon güçlerinden en az 200 kişi öldürüldü ve yaralandı',https://tr.sputniknews.com/ortadogu/201910021040301688-husiler-koalisyon-guclerinden-en-az-200-kisi-olduruldu-ve-yaralandi/,"Yemen'de Husiler, 3 Eylül'de başlattıkları son askeri operasyonun ikinci aşamasında Suudi Arabistan öncülüğündeki koalisyon güçlerinden en az 200 kişinin öldürüldüğünü ve yaralandığını ileri sürdü."
1519,NTV,Netanyahu ile Gantz arasındaki koalisyon görüşmelerinde çatlak,"https://www.ntv.com.tr/dunya/netanyahu-ile-gantz-arasindaki-koalisyon-gorusmelerinde-catlak,BlAj0pHXs0mQrxzVyJ7mNw","İsrail'de geçen ay yapılan erken seçimleri önde tamamlayan Mavi-Beyaz İttifakı lideri Benny Gantz, koalisyon hükümeti kurmak amacıyla Başbakan Binyamin Netanyahu ile yapacağı görüşmeye katılmama kararı aldı."
1520,Cumhuriyet,Adnan Oktar aylık kazancını açıkladı,http://www.cumhuriyet.com.tr/haber/turkiye/1608709/Adnan_Oktar_aylik_kazancini_acikladi.html,"Türkiye - Kamuoyunda 'Adnan Hoca' olarak bilinen Adnan Oktar ve grubuna yönelik davanın görülmesine bugün de devam edildi. Oktar, duruşmada ""Bütün kadınlar"
1521,Anadolu Ajansı,Tariş 7 bin ton kuru incir aldı,https://www.aa.com.tr/tr/guncel/taris-7-bin-ton-kuru-incir-aldi/1599922,"Tariş İncir Birliği Başkanı Mustafa Bircan, şu ana kadar ortaklarından 7 bin tona yakın kuru incir aldıklarını bildirdi"
1522,Hürriyet,Ryan Babel Instagram hesabını yapattı,http://www.hurriyet.com.tr/sporarena/ryan-babel-instagram-hesabini-yapatti-41341966,"Spor Haberleri - Galatasaray'ın yıldız futbolcusu Ryan Babel, Instagram hesabını kapattı."
1523,Sabah,Adnan Oktar organize suç örgütü davası,https://www.sabah.com.tr/gundem/2019/10/02/adnan-oktar-organize-suc-orgutu-davasi,"Adnan Oktar organize suç örgütüne yönelik aralarında örgütün elebaşı Adnan Oktar'ın da bulunduğu 167'si tutuklu 226 sanığın yargılandığı davanın 12. duruşması başladı. İstanbul 30. Ağır Ceza Mahkemesince Silivri Ceza İnfaz Kurumu Yerleşkesi karşısında bulunan salondaki duruşmaya, aralarında Adnan..."
1524,Karar,"Ankara'da korkunç kaza! TIR viyadükten uçtu, şoför can verdi",https://www.karar.com/guncel-haberler/ankarada-korkunc-kaza-tir-viyadukten-uctu-sofor-can-verdi-1340922,"Ankara'dan Bolu istikametine giden TIR, sürücüsünün direksiyon hakimiyetini kaybetmesi sonucu Tatlak mevkisinde yoldan çıkarak viyadükten dereye uçtu. Korkunç kaza kimliği belirlenemeyen TIR şoförü hayatını kaybetti."
1525,HaberTürk,"""Mükemmel Muslera""",https://www.haberturk.com/mukemmel-muslera-galatasaray-psg-macinin-ardindan-2527147-spor,"PSG'nin Galatasaray maçında aldığı galibiyet Fransız basınında geniş yankı bulurken, gündemde Fernando Muslera vardı. Yaptığı 5 kurtarışla kalesinde devleşen Uruguaylı eldiven için övgü dolu ifadeler kullanan Fransızlar, ""Mükemmel Muslera, PSG karşısında birçok girişimi önledi"" ifadelerini kullandı"
1526,Karar,13 yıldır saklanan cinayet çözülüyor: Battaniyeye sarılı kemik ve balta bulundu,https://www.karar.com/guncel-haberler/13-yildir-saklanan-cinayet-cozuluyor-battaniyeye-sarili-kemik-ve-balta-bulundu-1340980,"Uşak'ta hakkında 2016'da kayıp ihbarında bulunan kişinin, iki kişi tarafından öldürülerek kuyuya atıldığı ihbarı üzerine yeniden başlatılan soruşturmada önemli detaylara ulaşıldı. Zanlıların maktulü attıkları ileri sürülen kuyudaki arama çalışmaların"
1527,BBC,2022 Dünya Kupası'na yetişmeye çalışan Katar'da aşırı sıcakta çalışmaktan 'her yıl yüzlerce göçmen işçi ölüyor',http://www.bbc.co.uk/turkce/haberler-dunya-49904869,"İngiltere'de yayımlanan Guardian gazetesinin yaptığı araştırmalara göre, Katar'da her yıl aşırı sıcakta çalışmaktan kaynaklı çok sayıda göçmen işçi hayatını kaybediyor. 2022 Dünya Kupası'na ev sahipliği yapacak olan ülkede inşaat sektörü canlanmış durumda. Bu yaz 45 derece sıcakta yüz binlerce göçmen işçi günde 10 saat çalışmak durumunda kaldı."
1528,HaberTürk,Demet Akalın'dan Alişan'a: Eskiden daha cimriydin!,https://www.haberturk.com/demet-akalin-dan-alisan-a-eskiden-daha-cimriydin-2527328-magazin,"Ünlü şarkıcılar Demet Akalın ile Alişan'ın 6 yıllık küslüğü geçtiğimiz şubat ayında son bulmuştu. Uzun süre birbirlerinin adını bile anmayan ikili, canlı yayında barışmış kırgınlıklarını geride bırakmıştı. Alişan, eşi Buse Varol'la birlikte Demet Akalın-Okan Kurt çiftini akşam yemeğine çıkardı"
1529,HaberTürk,"Icardi, PSG formasıyla ilk golünü attı",https://www.haberturk.com/mauro-icardi-psg-formasiyla-ilk-golunu-atti-2527148-spor,"Şampiyonlar Ligi A Grubu 2. maçında Galatasaray'a konuk olan Paris Saint-Germain'de takımını öne geçiren Mauro Icardi, Fransız ekibindeki ilk golünü sarı-kırmızılılara karşı attı"
1530,Dünya,Ulaşımda dijital dönüşüm kapıda,https://www.dunya.com/yurttan-haberler/ulasimda-dijital-donusum-kapida-haberi-454595,"Bursa Büyükşehir Belediye Başkanı Alinur Aktaş, ulaşımda tüm işlemlerin dijital olarak yapılabilmesini sağlamaya hazırlandıklarını belirterek, ""Çok kısa..."
1531,Sputnik,Arnavutköy'de kimyasal madde dolu bidonlar yola saçıldı,https://tr.sputniknews.com/turkiye/201910021040301677-arnavutkoyde-kimyasal-madde-dolu-bidonlar-yola-sacildi/,Arnavutköy'de bir kamyondan düşen kimyasal madde yüklü bidonlar paniğe yol açtı. Dumanlar yükselen bidonlara müdahale için olay yerine ekipler çağrıldı. Bidonlarda 'hidrojen peroksit' bulunduğu belirtildi.
1532,Karar,TFF’den Gaziantep FK ismine onay,https://www.karar.com/spor-haberleri/tffden-gaziantep-fk-ismine-onay-1340909,Geçtiğimiz günlerde yapılan genel kurulun ardından isim değişikliğine giden Gazişehir Gaziantep'in yeni ismine Türkiye Futbol Federasyonu'ndan da onay geldi. TFF'nin onayının ardından kırmızı-siyahlıların ismi resmi olarak Gaziantep Futbol Kulübü ola
1533,Karar,UEFA'dan Trabzonspor'a tribün kapatma cezası,https://www.karar.com/spor-haberleri/uefadan-trabzonspora-tribun-kapatma-cezasi-1340910,"Trabzonspor Kulübü, UEFA Disiplin Kurulu tarafından, Sparta Prag ile Medical Park Stadı'nda oynanan karşılaşmada, güney kale arkasındaki bazı bloklardan atılan yabancı maddeler nedeniyle tribün kapatma cezası verildiğini açıkladı."
