2675	1
2284	2
13	3
4056	4
5027	5
9505	6
4148	7
8973	8
9542	9
6840	10
1055	11
2446	12
4215	13
9820	14
603	15
6173	16
2732	17
516	18
3921	19
4564	20
9196	21
5083	22
7704	23
8008	24
8985	25
8936	26
9566	27
5189	28
4547	29
5015	30
8409	31
9246	32
2334	33
6748	34
5757	35
7558	36
957	37
3887	38
5254	39
1261	40
4058	41
2898	42
1555	43
8070	44
4191	45
2538	46
789	47
7541	48
5784	49
1112	50
8061	51
1746	52
9130	53
7269	54
7854	55
8827	56
7797	57
1136	58
1892	59
3619	60
4251	61
2481	62
1822	63
3283	64
3897	65
9701	66
7834	67
8795	68
6617	69
5765	70
5980	71
9507	72
1706	73
310	74
386	75
6532	76
1509	77
1495	78
1830	79
1733	80
295	81
6338	82
771	83
662	84
5372	85
3624	86
9360	87
1843	88
393	89
2901	90
6376	91
3645	92
1911	93
491	94
7520	95
1293	96
3150	97
745	98
5280	99
2838	100
9384	101
7539	102
5354	103
3373	104
8883	105
2930	106
3172	107
265	108
1846	109
4974	110
6200	111
3004	112
8817	113
2775	114
7956	115
6325	116
919	117
1095	118
6012	119
944	120
1851	121
4386	122
7101	123
5692	124
132	125
6417	126
9234	127
2126	128
7395	129
6706	130
2710	131
6010	132
41	133
8198	134
8750	135
1866	136
2292	137
2233	138
3104	139
7862	140
8944	141
7336	142
4789	143
4760	144
9634	145
2144	146
5409	147
4800	148
9119	149
2422	150
1432	151
7024	152
1864	153
5541	154
6544	155
3419	156
5454	157
2258	158
9631	159
3381	160
1169	161
273	162
8317	163
9407	164
644	165
4048	166
240	167
9341	168
7810	169
6540	170
2793	171
5092	172
3255	173
898	174
3161	175
9207	176
7478	177
2661	178
620	179
8726	180
4303	181
2936	182
8706	183
731	184
5091	185
9606	186
58	187
1033	188
8784	189
9831	190
883	191
7270	192
6347	193
1976	194
9264	195
3915	196
8836	197
332	198
6863	199
7118	200
6096	201
2724	202
8919	203
5256	204
2563	205
8079	206
8399	207
2671	208
5253	209
7898	210
9892	211
504	212
4772	213
6088	214
8738	215
5480	216
5089	217
9	218
3583	219
9676	220
2325	221
6861	222
9406	223
1928	224
1871	225
1873	226
2501	227
2467	228
582	229
8569	230
3779	231
9752	232
3081	233
115	234
8450	235
9493	236
7652	237
7086	238
1573	239
5976	240
2592	241
1010	242
8039	243
1168	244
8290	245
3449	246
9063	247
2197	248
2760	249
4665	250
4813	251
6974	252
802	253
70	254
9572	255
5420	256
56	257
360	258
1882	259
3964	260
2382	261
3855	262
2293	263
5557	264
9232	265
7203	266
711	267
5787	268
8390	269
6921	270
2925	271
7353	272
9325	273
302	274
4900	275
7736	276
7003	277
7950	278
2344	279
1351	280
4890	281
1392	282
3442	283
3686	284
2603	285
4282	286
9293	287
4615	288
3492	289
2939	290
531	291
9850	292
184	293
8724	294
8268	295
1608	296
6351	297
3763	298
3907	299
5271	300
3951	301
4717	302
336	303
1167	304
5166	305
2380	306
7883	307
544	308
1789	309
7882	310
7726	311
4381	312
2174	313
6959	314
9078	315
3149	316
3517	317
9906	318
765	319
4393	320
68	321
9690	322
1570	323
3052	324
559	325
2142	326
3131	327
1005	328
8770	329
2411	330
1091	331
5432	332
4857	333
9248	334
1929	335
3200	336
8316	337
6208	338
6350	339
1365	340
7454	341
80	342
4832	343
1086	344
7538	345
5136	346
8803	347
7182	348
3773	349
8579	350
689	351
5510	352
7412	353
4241	354
9244	355
9178	356
9884	357
5	358
5205	359
5168	360
9032	361
1660	362
2430	363
635	364
4607	365
2779	366
8570	367
550	368
7	369
7274	370
9875	371
2885	372
2410	373
6552	374
3386	375
2318	376
1719	377
1434	378
4084	379
1562	380
7181	381
3459	382
1561	383
4626	384
6688	385
3266	386
3963	387
798	388
1935	389
1576	390
5125	391
4226	392
1692	393
421	394
1850	395
5805	396
6505	397
1515	398
9590	399
4983	400
8385	401
3487	402
4263	403
1175	404
7925	405
462	406
753	407
411	408
6810	409
5766	410
5742	411
2886	412
3970	413
2107	414
1895	415
7092	416
7232	417
5850	418
8028	419
7547	420
6153	421
3278	422
3221	423
727	424
8958	425
7356	426
1798	427
743	428
6936	429
51	430
9071	431
5037	432
3397	433
7563	434
7349	435
2770	436
3601	437
9470	438
4558	439
6914	440
1224	441
8412	442
3671	443
4698	444
9433	445
7404	446
636	447
5046	448
7924	449
6587	450
8168	451
2832	452
3546	453
20	454
3904	455
137	456
2977	457
9333	458
1745	459
3355	460
2751	461
9818	462
6448	463
2513	464
1395	465
8144	466
1007	467
