978	704	3	21.59
3408	107	3	8.05
110	2475	3	7.94
4589	104	3	7.74
2119	136	3	13.82
648	132	8	34.14
913	843	3	20.93
3959	108	3	9.49
123	198	6	6.94
482	101	24	15.87
831	217	3	13.31
842	173	3	10.86
994	57	5	9.6
688	469	3	15.99
210	312	3	7.07
272	611	11	79.59
104	5197	3	9.77
435	430	3	13.43
129	233	6	10.92
172	702	4	15.35
1323	405	4	27.9
375	276	3	9.84
238	523	4	17.53
641	103	7	6.86
129	57	28	28.32
291	224	3	7.52
1244	249	4	23.53
565	507	7	50.69
250	1515	4	27.94
1139	112	4	8.82
270	109	10	7.94
6042	12	4	6.69
2466	110	3	8.86
1363	17	3	9.48
178	594	4	14.2
101	5062	4	8.29
156	283	7	22.38
609	434	3	15.34
1059	112	4	8.34
57	972	6	13.75
3676	102	5	11.06
125	6763	3	23.31
460	393	3	12.97
263	674	6	37.26
939	2940	3	28.55
339	1349	3	18.4
3635	8	5	25.9
1503	103	5	8.6
124	606	4	9.57
204	233	9	35.59
2717	217	3	20.48
250	421	3	10.51
399	258	3	10.2
688	103	7	6.86
3391	1200	3	31.35
110	855	6	12.45
1621	103	5	8.6
280	162	4	11.8
1493	101	10	9.33
4076	113	3	12.89
2990	466	3	24.48
34	184	3	11.26
3373	104	5	18.24
336	2	9	17.87
153	524	10	48.42
436	379	3	12.66
939	273	5	30.19
635	2092	5	49.09
336	234	3	8.14
8	5042	3	14.31
2891	1002	5	56.37
112	1416	4	10.52
2	420	5	6.78
1294	1399	3	26.1
980	250	5	30.63
792	241	3	13.74
1521	413	3	20.09
484	1004	4	29.26
251	143	5	9.8
117	466	6	11.83
143	112	33	70.76
957	125	3	7.71
148	564	4	12.62
522	58	3	7.15
435	8	6	8.01
101	502	21	9.72
2406	160	3	16.14
986	169	3	11.09
1215	117	3	6.92
930	187	4	17.7
21	7833	3	22.1
1401	344	4	27.26
116	664	4	7.5
107	289	10	8.07
127	3883	3	17.24
1266	130	5	23.61
106	948	6	8.99
1450	21	3	8.56
509	149	4	11.43
3509	101	6	12.44
281	261	7	31.02
318	374	3	10.59
247	388	3	10.41
666	446	3	15.41
6168	636	3	36.07
57	2622	3	7.63
1111	3144	3	30.92
979	6170	3	38.45
232	117	8	11.76
3750	707	5	61.92
107	365	12	17.94
132	1304	3	10.09
129	224	8	17.68
2031	1960	3	31.87
103	1803	5	9.54
247	254	3	7.5
247	313	3	8.92
118	1101	3	6.93
1183	253	3	16.28
252	600	3	12.37
101	2948	6	7.58
1480	3388	3	32.86
710	13	3	7.72
934	186	4	18.57
17	2942	3	11.97
362	363	4	17.48
297	873	4	22.82
6361	102	3	9.61
2589	139	4	23.28
277	186	6	19.64
7721	104	3	14.06
153	197	5	7.42
301	584	6	34.93
715	522	3	17.74
677	13	3	7.49
523	179	4	13.35
2155	104	4	7.4
101	5960	4	8.29
229	389	3	8.87
523	281	3	11.57
159	347	4	9.2
241	1831	10	104.82
1032	170	3	13.09
7454	102	3	9.61
12	5536	4	6.69
263	2077	5	39.98
186	4678	3	23.88
250	4951	3	26.46
149	8325	3	25.9
12	3557	4	6.69
154	1046	3	11.48
457	269	3	10.67
101	1417	10	9.33
3959	115	3	14.12
4015	105	3	9.87
107	7245	3	15.93
776	390	3	15.7
111	278	9	11.21
142	322	6	15.59
214	138	7	14.24
124	860	3	6.75
11	8	3	8.59
431	183	3	7.47
413	934	3	17.06
3055	108	3	6.95
830	975	3	20.93
3450	21	3	13.93
186	831	3	11.75
459	101	22	9.79
1409	483	13	152.58
621	351	3	13.86
119	2182	3	11.08
137	235	6	11.52
703	115	4	6.99
3589	108	3	8.05
101	5446	4	8.29
596	187	3	9.43
904	156	3	10.15
5820	12	4	6.69
784	147	4	13.48
110	102	142	20.8
2096	3870	3	37.36
111	683	6	12.38
3215	3580	3	38.04
170	1032	3	13.09
321	607	3	13.14
244	269	3	7.59
163	747	3	9.86
1228	12	11	7.26
5678	12	4	6.69
102	789	13	15.95
140	1350	3	11.47
141	348	4	7.92
2627	295	5	42.13
470	380	3	13.45
102	685	14	15.53
2399	359	3	22.08
284	3159	3	23.32
521	232	6	31.02
12	354	29	7.23
104	3048	4	9.8
1438	186	5	30.2
133	102	56	15.46
172	252	5	13.32
129	610	11	55.15
101	758	15	8.4
365	161	5	14.48
102	8021	3	9.61
226	107	12	8.09
510	152	5	17.03
101	826	14	7.21
918	16	3	7.57
2049	4778	4	61.03
2450	125	3	12.93
681	113	9	27.08
1181	3847	3	32.93
620	376	3	14.26
8	3521	3	10.67
298	847	3	14.57
113	153	12	7.26
1960	2031	3	31.87
5	887	3	14.46
117	874	4	10.07
130	101	81	9.16
104	409	10	8.35
1689	57	4	9.91
2660	1190	3	30.11
1271	217	3	16.08
4746	425	3	29.19
2	1048	4	9.65
151	6505	3	26.46
1515	250	4	27.94
161	168	67	482.37
12	110	275	29.69
2746	2	3	12.38
116	230	7	8.42
736	127	3	6.83
569	1497	4	33.36
114	4164	3	13.81
101	911	13	7.2
4485	12	5	8.36
5543	12	4	6.69
248	165	7	22.41
234	159	5	9.91
1291	17	3	7.38
554	200	3	9.86
102	864	10	7.92
169	475	5	17
6816	102	3	9.61
2633	125	3	12.93
1970	102	9	22.79
285	179	6	18.53
1980	447	5	43.16
16	1357	3	9.18
5355	3970	3	45.67
175	309	5	13.93
204	2590	7	61.5
117	1645	4	13.51
124	5018	3	18.76
106	4018	3	8.87
6761	120	3	22.36
437	176	3	7.9
103	3072	4	9.84
121	103	107	226.98
156	1836	3	14.61
255	153	4	6.68
602	151	3	8.21
223	362	3	8.39
169	446	3	6.91
102	1093	8	7.05
182	1407	3	14.05
8	748	5	8.75
1166	103	6	11.66
233	921	3	13.98
470	117	6	12.46
150	689	3	8.06
682	231	3	12.11
2254	101	7	6.73
333	106	12	12.66
201	107	14	9.38
217	510	3	10.65
127	736	3	6.83
173	7	5	7.65
283	165	11	47.91
420	2	5	6.78
638	223	3	11.45
144	1244	3	11.25
255	319	3	8.98
2156	159	3	17.05
788	152	7	34.25
5880	12	4	6.69
125	1198	4	14.15
246	694	3	12.72
1377	1046	3	25.21
663	297	3	13.25
105	661	8	9.27
4956	1000	3	33.95
534	161	3	7.47
3117	17	3	13.15
339	2325	8	87.2
131	926	3	7.85
202	193	4	7.09
610	6514	3	36.07
2332	8654	3	45.11
8050	114	3	20.4
539	2259	3	23.74
57	16	36	35.49
2261	110	3	7.17
4778	101	4	8.29
145	567	3	7.14
129	1033	3	8.72
5594	101	4	8.29
110	1153	4	7.25
434	486	8	56.09
12	149	81	15.26
1112	101	12	10.4
753	148	9	49.63
2219	21	4	18.59
1515	233	4	27.15
12	251	40	12.25
161	265	5	11.45
8	1825	3	7.13
2170	103	4	8.51
116	498	5	8.98
254	116	6	6.64
1052	2319	3	28.25
4038	106	3	8.87
1267	263	7	54.16
282	263	4	13.63
145	256	6	13.83
298	4647	3	27.12
624	182	4	15.03
161	6646	3	26.51
57	2660	3	8.55
187	129	13	33.42
521	203	5	21.12
346	360	3	10.95
7	356	3	6.67
411	3918	3	27.13
139	631	10	50.95
1336	1296	4	37.11
313	343	6	29.56
101	2385	7	9.37
1129	12	13	9.71
372	1804	3	20.75
121	1152	3	8.02
544	125	12	54.09
243	5573	3	26.06
119	3552	3	14.07
2002	445	3	21.85
183	373	3	7.33
941	107	5	6.7
12	4778	4	6.69
2930	165	3	17.78
263	139	11	40.47
420	553	3	14.36
4398	104	3	7.74
7990	102	3	9.61
392	225	4	13.78
4010	12	4	6.69
117	1916	4	15.21
6502	6417	3	54.67
424	231	4	15.36
480	249	3	10.46
1093	155	3	11.2
121	2699	4	21.1
149	120	14	20.68
1792	57	4	10.76
7038	105	3	14.17
211	3463	4	31.43
5486	1168	3	35.16
119	851	4	10.44
1265	254	3	16.72
160	82	3	8.78
112	1172	5	13.33
1225	105	8	18.47
180	505	4	13.35
3882	6718	3	47.94
147	187	29	138.11
127	351	5	9.76
3603	116	4	21.05
436	116	5	8.48
153	113	12	7.26
105	1170	6	9.16
761	101	16	11.06
176	207	5	10.88
160	2446	3	16.14
124	1081	3	7.96
351	621	3	13.86
1406	119	9	51.09
756	4073	3	30.14
1083	118	4	11.55
831	139	4	14.69
271	404	7	36.35
6166	4819	3	50.17
102	271	32	33.49
318	223	3	7.68
139	273	5	10.24
4196	102	4	8.26
110	1919	4	11.18
2459	102	5	6.78
953	114	4	8.67
169	2059	3	15.65
934	4951	3	33.6
188	530	3	8.91
475	729	3	16.24
101	152	60	7.1
104	6764	3	14.06
101	5140	4	8.29
6127	533	3	35.16
325	312	3	9.72
101	4968	4	8.29
16	2574	3	12.42
799	1238	3	22.48
2347	57	3	7.63
881	2649	7	90.69
362	129	5	10.93
636	355	3	14.22
7622	117	3	21.23
264	14	53	6.94
645	133	3	6.68
101	4765	4	8.29
105	108	116	37.24
227	2012	4	26.78
8	5902	3	14.31
680	282	3	13.52
715	1380	3	23.68
415	256	3	10.16
12	653	17	7.41
199	283	3	6.64
1335	1260	3	26.6
147	4157	3	18.96
309	207	3	7.01
1035	104	6	7.64
1616	174	4	21.41
227	3175	3	21.8
1078	112	4	8.34
651	110	5	6.72
3198	2	3	12.38
13	873	3	9.08
5042	9	3	14.5
1592	110	5	14.45
207	1154	3	15.73
192	842	3	12.83
3747	6212	3	47.94
399	102	20	18.64
1447	447	3	20.04
204	250	6	19.83
12	2106	8	8.23
139	1348	3	11.43
9	785	5	9.88
2607	12	7	6.81
1280	137	3	10.85
101	1325	10	7.49
4663	3189	4	62.95
1575	326	5	37.69
151	5583	4	35.32
218	105	21	19.78
3580	518	3	26.26
502	101	21	9.72
442	256	3	10.32
121	647	6	19.13
175	2445	3	16.88
513	160	3	7.21
1096	57	11	43.53
996	138	4	15.74
248	148	4	7.35
808	106	6	7.4
254	467	4	16.41
134	604	10	50.53
184	4234	3	21.15
319	267	4	14.62
515	180	3	8.15
303	105	11	7.64
515	111	7	12.28
346	291	3	9.74
217	1271	3	16.08
1383	12	9	9.69
168	161	67	482.37
1196	1497	3	27.69
121	1593	3	10.35
168	104	25	15.4
196	1348	11	90.52
610	452	9	71.47
104	512	11	18.35
1182	1	3	10.76
1814	9	3	6.72
675	107	6	7.95
421	1840	5	44.36
12	3129	6	10.03
2437	123	3	12.6
263	569	3	13.16
1484	9	4	9.96
21	2759	3	12.74
102	4403	4	8.26
146	114	17	20.42
201	104	19	13.11
152	3203	3	17.98
4647	1666	3	37.28
184	1699	3	15.11
3768	12	5	8.36
13	4757	3	20.71
117	1798	3	8.81
12	5813	4	6.69
138	805	3	8.72
195	4584	3	21.53
141	312	4	7.05
569	263	3	13.16
101	1685	8	11.19
2768	101	6	7.58
209	128	6	7.94
1770	106	5	11.29
234	247	3	6.92
561	3531	3	27.08
224	693	3	11.85
130	3829	5	40.66
333	296	45	503.45
103	121	107	226.98
819	1181	6	55.73
413	129	6	16.58
102	691	11	7.25
1380	263	3	17.87
470	362	5	26.68
1169	1911	3	27.46
857	169	4	15.93
152	1843	4	21.68
149	113	13	8.58
203	14	84	11.02
1805	369	5	40.23
672	124	7	25.41
217	204	5	13.24
667	241	3	13.2
217	248	7	28.56
126	1709	3	12.12
637	772	4	29.26
154	519	4	12.31
14	172	100	7.41
196	191	5	10.32
128	259	7	15.44
355	363	3	11.2
974	243	5	29.34
258	420	3	10.35
2132	243	3	19.16
114	1490	3	7.03
350	5573	3	28
113	137	20	21.68
1320	1947	3	27.92
2059	191	3	17.08
165	273	4	8.4
257	774	3	13.26
104	143	25	9.13
1019	575	3	19.24
1984	175	3	15.29
1404	154	3	12.8
3970	5355	3	45.67
334	186	3	6.71
307	163	5	12.86
455	103	10	10.63
105	2342	4	8.6
694	194	3	10.4
162	790	16	137.01
108	5400	3	11.58
566	196	3	9.95
1644	764	12	153.55
172	14	100	7.41
135	3396	3	16.35
1864	1380	4	44.23
4246	106	3	8.87
106	115	55	31.31
124	1157	3	8.32
303	547	3	13.38
237	210	4	9.58
624	167	3	8.62
139	634	3	8.17
112	2136	3	8.41
171	1017	3	11.24
186	1438	5	30.2
1456	367	9	84.56
57	2841	3	8.55
422	121	5	10.05
2086	8	3	7.8
561	115	7	17.76
221	101	43	14.94
165	631	10	56.25
287	392	4	16.53
2354	8	3	8.59
1399	171	5	28.17
766	126	4	11.92
674	203	5	24.78
349	108	11	12.97
934	111	4	6.94
127	1105	3	8.57
349	307	3	10.08
135	1396	6	31.53
162	2980	3	20.39
108	1371	5	10.41
747	404	4	24.47
58	354	4	8.54
7	981	3	12.21
199	368	3	7.55
539	118	4	6.75
6037	104	4	18.75
1216	102	8	8.05
181	17	9	8.63
17	102	88	17.6
3185	6674	3	46.35
881	156	3	10.46
207	145	5	7.56
5813	12	4	6.69
139	13	9	12.89
1189	979	3	23.47
9	1644	12	75.9
102	1400	7	7.18
249	1636	3	17.16
101	12	1892	222.33
152	510	5	17.03
2472	2	3	10.24
176	145	6	9.31
12	1668	9	9.69
648	109	10	22.93
102	134	62	26.97
392	2579	4	33.32
8	348	10	17.99
8	408	13	34.05
12	3635	6	10.03
3578	760	3	28.55
122	155	10	11.54
147	129	17	39.96
1246	597	3	20.65
382	108	8	6.84
1464	128	3	10.4
129	3693	3	19.96
119	2965	3	12.88
428	3964	3	26.96
368	1172	4	25.88
272	2362	5	43.77
854	8	4	7.16
117	1215	3	6.92
115	133	32	67.57
453	5084	3	29.53
1950	194	3	16.01
4745	101	4	8.29
1763	170	3	16.32
7654	102	3	9.61
119	154	14	22.99
204	139	7	14
111	515	7	12.28
1115	2305	3	28.21
119	304	9	21.1
911	1644	12	158.48
104	5637	3	9.77
224	264	3	7.52
6494	1528	3	41.78
229	3050	3	20.31
185	205	4	6.89
152	1528	3	13.53
101	1110	11	7.32
1622	919	3	24.3
392	4181	3	26.49
8	230	9	8.38
259	1020	4	23.07
8	306	7	6.68
565	283	3	12.91
106	990	6	10.29
863	12	16	9.39
7687	102	3	9.61
225	102	26	8.99
7	724	3	10.36
1238	145	3	11.04
353	302	3	10.56
648	1323	4	31.9
1143	141	3	10.6
527	1539	5	42.01
1359	12	10	8.18
972	470	3	18.25
177	180	6	11.21
390	244	3	9.77
183	689	3	9.86
819	2138	7	79.43
325	397	3	10.98
168	597	3	8.41
1117	245	4	23.07
101	507	24	20.84
102	1128	9	10.05
123	1331	3	9.36
232	362	3	9.05
105	3008	4	9.93
566	987	3	19.68
4630	101	4	8.29
281	129	7	16.37
171	101	62	20.1
418	187	3	7.69
161	728	3	8.93
120	111	26	18.04
919	196	6	32.73
2537	187	5	36.3
171	240	4	7.37
116	2532	3	11.12
335	266	3	9.68
1813	433	3	21.01
1345	9	11	55.26
101	2754	6	7.58
379	137	4	8.18
1181	5619	3	35.16
432	158	3	6.94
115	1563	3	7.8
697	104	9	12.78
841	125	3	6.83
153	517	3	6.79
108	571	7	9.21
5452	12	4	6.69
511	633	3	16.11
467	181	5	18.07
180	304	12	56.29
326	329	9	51.48
169	1048	3	11.44
350	224	3	8.3
226	1825	3	17.78
152	1511	4	22.75
4025	133	3	17.84
8	5	9	10.09
481	254	4	18.54
224	291	3	7.52
3440	138	3	17.19
17	1229	3	6.98
371	176	3	6.95
123	256	6	9.18
6284	3185	3	46.35
392	2568	4	33.32
102	285	23	13.37
108	3013	3	6.95
1644	1362	12	178.35
5755	106	3	10.94
185	493	4	13.34
5600	196	3	23.88
102	120	78	19.9
191	196	5	10.32
224	425	4	14.8
1299	111	4	9.31
321	101	28	8.77
214	149	5	7.9
1969	5	3	21.33
2295	12	8	8.23
8	2763	3	9.52
101	3719	5	10.37
101	3823	4	8.29
135	281	5	8.84
101	5947	4	8.29
6246	2327	3	44.08
714	794	6	50.16
413	2259	4	32.47
228	168	5	10.24
5	1609	5	36.49
110	4632	3	13.62
1849	250	4	27.94
264	452	3	11.63
156	12	68	9.21
979	1189	3	23.47
113	807	5	11.14
101	3127	6	12.44
4022	102	4	8.26
5637	12	4	6.69
12	2133	6	10.03
751	204	3	11.3
396	112	6	7.47
522	511	3	15.22
101	212	44	15.08
9	1712	3	6.72
129	217	9	22.15
3058	132	3	14.84
798	3278	4	42.94
104	4448	3	7.74
1841	1685	5	61.28
119	1342	5	19.3
150	1297	3	11.56
225	392	4	13.78
263	57	9	8.76
681	120	6	18.16
342	133	4	7.07
3580	1958	3	34.9
681	167	3	9.07
257	624	3	12.29
104	244	16	13.56
12	4820	4	6.69
113	164	17	21.32
768	101	15	8.4
168	460	3	7.16
674	662	3	18.63
105	1023	7	11.2
2	611	5	9.77
156	593	6	24.88
104	4958	3	9.77
636	4611	3	29.35
196	5709	3	23.88
12	490	25	14.37
104	3041	5	15.47
273	186	8	30.38
352	110	7	7.03
566	221	3	10.99
191	2059	3	17.08
145	234	5	8.8
2663	4902	3	40.61
101	642	17	9.61
857	1613	3	23.98
4371	174	3	20.68
208	575	4	16.04
365	107	12	17.94
5277	12	4	6.69
101	761	16	11.06
1667	9	3	6.72
12	1176	13	9.71
13	191	6	8.98
180	2132	4	24.65
163	740	3	9.07
5306	12	4	6.69
662	227	4	18.12
128	296	7	16.61
109	405	9	10.61
2428	4302	3	37.36
542	4448	3	28.24
128	105	35	16.55
373	183	3	7.33
1459	101	9	7.8
14	187	94	6.74
1086	113	4	8.91
154	540	4	12.31
1642	167	7	46.88
147	784	4	13.48
499	1805	4	32.94
295	815	6	37.72
2529	116	3	11.12
927	169	3	11.09
551	836	6	46.39
173	467	3	7.31
196	360	3	7.3
633	4647	4	48.27
928	148	4	15.37
355	129	11	41.14
2035	117	3	10.13
499	1958	3	23.95
446	2127	3	22.43
511	263	3	11.49
107	5197	3	11.58
283	199	3	6.64
5083	101	4	8.29
255	14	62	8.12
2887	107	3	6.95
722	12	18	9.94
5798	104	3	9.77
170	842	3	12.76
425	666	3	15.24
192	223	8	28.97
103	335	11	8.48
692	2198	3	24.89
116	1514	3	8.44
1710	123	3	10.43
743	102	11	8.8
8	710	7	16.28
169	420	3	6.76
535	357	4	19.97
1720	345	3	19.54
521	413	4	21.15
3957	104	3	7.74
57	5106	3	13.28
192	1502	4	23.78
1599	110	4	9.56
182	225	4	7.44
129	931	3	8.4
232	868	3	13.75
772	102	10	10.91
152	751	4	14.21
469	156	3	6.94
5395	12	4	6.69
130	57	21	12.3
104	495	9	7.95
1282	115	3	6.87
2493	101	6	7.58
269	261	3	7.96
284	1682	6	48.47
1484	1599	3	27.15
451	140	6	19.93
3406	103	4	11.56
101	2288	8	11.19
379	643	6	39.15
288	460	3	11.14
204	983	3	12.81
110	175	19	23.59
139	1871	3	13.65
142	768	3	8.22
213	359	4	12.55
102	594	12	7.41
3831	452	4	40.96
6394	1370	3	41.78
169	297	5	12.98
101	1972	8	8.34
203	186	11	40.97
6086	2660	3	40.61
714	101	15	9.73
12	4110	5	8.36
230	113	32	118.51
136	451	7	24.14
14	312	51	6.68
4701	3829	4	65.59
2041	272	8	83.85
57	1340	4	7.9
562	1116	3	20.22
107	3408	3	8.05
2	8145	3	20.49
9	2869	3	9.7
125	312	6	11.59
104	171	22	10.91
4125	105	3	7.84
656	544	3	17.46
4468	113	3	12.89
105	1024	6	7.81
104	3091	6	22.6
1013	6724	3	39.23
12	539	22	11.1
5380	12	4	6.69
109	3942	4	16.92
152	873	3	10.05
3778	12	4	6.69
365	17	5	7
475	139	5	14.97
6006	12	4	6.69
145	181	8	15.42
792	2325	8	101.25
182	559	4	14.45
1379	13	3	11.43
102	8141	3	9.61
145	223	7	16.02
149	1416	3	12.12
281	830	3	14.13
685	102	14	15.53
542	1695	5	43.49
794	1370	3	24.58
380	452	16	138.25
736	141	15	98.02
191	1849	4	24.6
238	842	3	14.56
1643	3259	3	32.86
292	335	3	9.99
469	227	3	10.02
130	284	6	12.98
545	124	5	12.75
4278	8	3	12.17
1778	101	8	11.19
57	148	17	12.03
334	489	3	12.77
12	5154	4	6.69
212	374	3	8.15
101	2161	7	6.73
137	1234	4	16.38
146	1594	4	19.92
9	3774	3	12.36
534	129	4	9.67
1038	113	4	7.99
296	128	7	16.61
2681	101	6	7.58
179	523	4	13.35
562	1373	4	31.62
124	170	14	37.53
763	1217	4	31.98
6614	2708	3	45.11
361	945	4	24.16
1649	348	3	20.47
600	252	3	12.37
3635	792	5	57.02
131	3500	4	24.66
2902	761	3	27.31
388	139	4	9.82
541	13	5	15.74
101	6081	4	8.29
195	145	6	9.52
368	1294	3	18.31
12	5265	4	6.69
148	1290	3	11.95
115	12	209	66.49
317	119	5	6.81
