8363	4055	8
189	3592	5
473	1876	10
185	6412	10
491	7042	2
42981	2754	2
231	5149	5
105	6771	13
5034	2032	4
558	4342	3
31834	1391	9
6037	4675	6
1967	3939	8
360	7126	5
13226	3502	15
57	8364	28
108	5095	18
1231	7571	1
492	9350	8
471	5978	2
6479	3519	1
22229	9119	8
3384	8391	5
1416	7405	6
2409	5495	5
30843	9056	19
4586	3341	2
558	759	7
103	8725	15
14	6256	8
11339	8057	7
370	8806	8
32955	9702	14
1795	2006	16
27228	9846	10
38830	4813	5
12	4093	2
19290	2254	3
14431	5075	2
2143	906	16
143	2360	7
3075	1472	3
210	2516	15
123	4624	4
12	5876	5
137	1694	9
47339	6487	6
163	9948	1
299	8933	0
14	2072	8
47819	9433	6
28351	7420	6
105	8794	1
1070	4725	2
14	7678	8
14	6704	10
14	2649	30
27117	1829	4
9	116	16
429	7254	2
1921	724	20
637	3247	0
617	9057	5
14	2087	37
21	166	9
389	7775	9
363	8414	15
44220	3663	14
11651	7363	7
25607	5009	4
102	5434	14
1431	9321	9
12940	7809	10
46708	9790	26
1192	5307	16
289	3199	10
103	7643	7
11686	8216	9
5577	3692	21
1340	7707	5
2492	1770	28
210	3703	3
4399	2039	2
546	1166	13
118	6282	2
3223	8679	3
1467	6642	6
101	2106	8
177	721	18
106	9024	23
20374	8959	1
102	2839	7
1284	9340	18
3266	9812	10
44199	1486	9
12	2142	14
1980	507	11
596	9913	5
4082	7699	5
144	5020	2
14	853	23
4062	6797	3
8974	817	5
101	4403	15
188	4257	20
484	4063	3
14	119	11
503	6962	4
1060	9891	14
1259	168	28
134	1984	22
12	2713	14
978	6935	1
7108	9427	9
18151	7103	10
101	2813	8
1089	5798	5
45674	2512	8
680	1140	15
8754	711	6
788	7783	8
3680	5295	22
8026	3320	2
26600	6630	5
222	1385	9
4546	5901	7
3067	8281	12
14	4602	23
318	884	25
12	5662	9
151	8961	1
367	5218	2
31454	2265	4
1556	1770	15
42468	666	12
4546	747	7
117	6249	6
42965	2187	10
4007	9935	4
1535	9943	0
1325	3191	13
119	9056	24
42934	6645	1
2658	494	0
644	336	2
493	5798	16
262	3389	7
14	2612	16
14	1755	23
1759	7888	7
14	3025	12
17456	7256	3
7643	3224	16
22052	6379	0
1630	5326	18
139	3192	16
33566	3102	15
12571	9031	1
28347	4295	3
43751	1363	26
328	8610	13
154	1609	12
17005	1300	7
652	4743	9
45905	5960	7
1235	1653	9
222	1864	4
2421	5232	3
11736	6195	20
37772	6200	16
899	8438	31
46109	3192	8
12	7966	1
4533	1955	5
41375	7150	7
259	7047	1
267	7390	7
168	6315	15
21	9386	7
14	6065	18
11505	2728	2
14	9814	9
44597	7335	20
101	6324	5
14	4506	12
37475	1466	3
4966	6814	3
5123	3955	14
239	1320	9
3596	4381	9
44458	5669	2
2270	7114	1
109	3690	12
12	7641	1
241	523	8
2599	2496	20
1252	3542	14
23595	4268	10
47764	6521	27
101	4854	10
23712	1726	11
6241	1284	1
146	9452	2
107	6247	8
37767	8447	5
1259	9089	8
351	9711	17
25380	6990	2
1517	3817	0
14	821	12
1161	4999	17
28311	9993	3
41941	3210	5
764	513	17
11012	2785	5
13178	126	7
102	8828	28
12	7229	9
302	6936	5
188	8608	2
295	2724	4
13396	1771	3
1866	1398	27
8	3309	17
30662	5240	15
20620	7359	21
117	1964	6
101	1360	8
29594	6373	30
128	5239	6
254	1644	31
12873	9823	7
1474	3556	21
14	5082	14
14	5140	12
243	4040	11
33929	9798	1
139	2740	23
6099	9648	6
12	921	6
4116	8686	10
44566	5923	16
12	5595	12
12	7930	9
7734	9053	4
14	6064	6
174	5865	9
14	498	12
852	2716	6
545	8680	1
15478	8951	3
233	4863	11
12	2035	14
12	4529	4
12853	761	5
35362	4161	8
396	577	4
2420	6060	1
14	7093	13
1105	8795	7
316	8318	25
1518	8805	8
25632	9799	2
123	5567	9
423	8163	19
4999	7455	12
1660	1130	0
834	4935	5
1208	9719	4
7	4764	8
8837	5822	3
2774	8850	6
151	9511	10
372	8607	15
5483	1419	13
30387	5015	11
1386	6248	8
45618	9784	4
14	2906	15
41489	1546	3
101	1466	4
293	8942	14
14	3441	17
144	3124	12
695	7044	5
1148	7725	8
19308	4068	0
123	6008	9
12	2353	5
953	4252	9
44760	6751	26
14	9631	13
135	9257	18
37268	2144	16
5426	8904	6
117	812	2
1961	8145	7
101	4188	4
1906	5151	18
151	8973	0
103	389	32
105	8117	4
274	7527	8
12650	9311	26
1555	9062	15
19268	7145	5
12	1082	10
12984	2473	8
841	4629	18
12	529	20
12	8050	27
17277	1014	0
629	8272	14
11111	6198	12
6630	6956	9
14	3037	13
117	6818	7
14	1751	22
46770	4182	28
16274	136	0
290	9234	9
14	7290	27
443	7958	9
239	7592	8
2035	59	7
154	3201	20
5548	7446	9
102	3377	12
1557	4104	14
1599	1770	5
139	4338	2
401	8164	0
223	6586	22
23832	2373	34
7578	1753	5
12	3369	8
130	8861	10
11165	7606	9
414	5160	4
607	8950	21
12074	151	13
10874	3979	25
12	9250	8
174	6233	7
3861	3131	4
133	1599	8
26096	9291	5
23225	7581	0
14	4355	17
2300	6794	2
149	3866	6
2724	4105	21
12	9957	8
8858	2699	13
6940	6058	35
634	594	6
47001	7223	4
4530	1808	4
774	4783	4
137	1321	9
137	4971	3
6408	2935	14
17566	8262	6
4698	1363	0
948	2585	9
8776	2224	3
398	8278	10
8997	1430	9
117	1047	7
3894	8305	4
109	1812	0
102	7375	1
4127	1967	13
162	705	3
122	2742	5
17498	8512	1
101	8812	4
200	6261	3
11050	2004	5
227	9809	17
712	6568	3
2047	837	22
12	8967	18
12	3971	6
935	7248	7
1214	225	11
178	2146	7
47775	5340	15
132	2199	2
647	1611	1
105	9807	25
14	7717	18
43348	5779	4
111	1604	24
107	7294	17
110	4669	3
19143	8629	1
162	2314	10
104	6092	4
16777	9562	17
104	2735	11
35614	6655	21
101	9544	10
609	6880	2
3582	5183	1
14	9890	26
4530	5461	8
14	1737	9
14	7082	6
1506	394	0
939	4453	6
20423	4914	7
34498	8590	12
2092	7370	13
4132	4790	7
104	5387	4
2069	5642	0
48202	8145	0
863	4658	17
42408	974	2
12145	5627	13
28411	8015	4
37048	8163	8
30586	4455	4
101	3936	2
14	1614	11
19107	4279	19
123	8939	5
199	3933	11
6080	8744	15
44040	5242	19
5779	4666	5
159	6118	7
105	3297	7
14	7716	6
37570	6655	25
3099	670	1
3334	4453	11
166	1351	0
13875	7753	1
14	7552	12
873	4245	3
124	8264	3
130	9657	4
105	4646	2
1922	1414	2
2010	5335	10
2823	4397	17
4608	8694	15
11045	8428	9
1775	6658	10
14	9797	3
5900	9089	13
632	5229	13
5926	5175	15
658	2651	25
18012	7592	1
33407	8850	19
6820	1669	5
18565	3488	0
4572	9727	13
102	3528	10
29570	604	10
662	9203	0
29030	9775	3
102	8361	2
19809	366	12
358	1828	8
3579	5521	14
6430	5621	3
19093	6742	12
3162	4228	0
101	6177	25
43113	4354	12
277	8511	7
1944	8292	11
4072	5600	4
37473	5357	13
1682	8285	2
1975	5453	13
627	1440	12
22948	7392	0
2720	6755	0
35365	5743	2
14	8272	36
614	4802	9
44285	4086	9
15923	7741	10
1052	6536	7
14	7649	3
13077	384	16
1597	4872	6
23301	7899	5
293	4629	15
1671	6034	0
14335	4723	15
1211	1068	7
28092	6813	9
2255	2803	26
7765	2745	11
57	8657	9
1446	2075	1
168	1087	2
8	3192	13
184	8598	7
40870	2742	6
48152	7876	0
17982	2791	0
5505	1428	15
112	1324	3
389	8877	2
6286	3196	0
14	2404	9
24306	177	5
4649	6076	3
229	103	26
116	3887	5
291	7049	13
433	8674	12
32544	9265	16
1769	5618	7
3948	8157	6
2241	518	20
2900	5522	13
106	9936	8
35902	5367	3
526	8245	3
5432	6711	17
217	4974	0
2498	6414	16
748	6970	4
244	8592	9
332	1696	15
282	4503	17
447	7171	4
10182	8767	0
22103	6328	9
2904	5733	7
2269	2552	1
487	778	0
105	1129	29
14	7078	7
625	3911	1
4438	8746	7
211	9480	2
12	7591	5
6782	2666	30
102	9190	16
9996	6178	13
5919	5098	16
1781	2999	3
11253	785	2
148	1170	0
43670	6524	8
3167	4306	0
165	5569	17
5659	4197	19
485	3022	6
183	5085	10
822	1115	7
12	7457	19
4376	7382	20
7665	695	5
240	7961	16
101	3949	23
14039	3595	9
3727	8170	20
1618	8546	4
550	2587	12
160	8837	5
7964	7062	12
1079	8468	13
2694	4577	0
31185	5827	20
159	3050	3
174	1215	15
12342	9572	2
159	9867	11
3772	4196	10
102	5448	11
102	1220	3
15445	8300	4
6016	3422	7
48575	6717	0
840	4999	2
101	3948	3
116	5707	12
21952	6299	0
19083	7237	7
28488	7947	6
8421	5870	12
12	6185	5
43646	5394	10
46243	6165	6
19152	5067	12
786	5783	13
14	9113	32
15768	716	8
2229	828	13
14190	9991	4
4345	9056	8
103	6881	22
7375	7759	14
6188	8961	11
10764	2716	7
12748	9325	1
2175	1298	12
420	6930	0
13220	9510	6
579	3735	2
229	769	14
494	9554	22
213	461	9
35747	9723	11
2423	5387	5
33027	597	11
32331	2161	23
16319	7358	2
216	7521	6
331	625	5
32291	1686	4
102	576	13
14280	7338	7
5024	2890	5
948	4952	7
101	4321	10
4194	1798	5
6591	2620	1
504	3493	7
210	4450	3
483	6818	16
1727	7792	15
107	4147	19
25880	1359	8
718	2177	1
107	6141	17
43836	1745	4
33085	4399	1
31689	7731	7
583	1142	20
1213	9613	21
102	354	17
3597	3425	6
273	6903	0
372	3716	9
10931	8645	6
667	3460	8
120	9716	14
19616	4305	0
14	9103	11
13278	8648	1
579	5912	19
12	7405	9
8569	9691	18
28464	3535	15
4908	2690	8
26361	595	6
6502	5557	1
7070	6207	1
296	661	13
101	3745	13
14	65	6
8482	2781	5
14	2912	3
17432	8630	7
30238	8397	10
102	9926	20
102	7168	10
7378	2673	6
742	1251	2
3966	8981	8
338	5423	2
57	5854	6
2305	6905	5
671	1543	0
39733	2871	7
921	6983	19
101	1572	2
41694	6824	3
148	9525	9
27814	1776	11
101	9352	17
1163	6491	4
14	2563	9
4092	4178	7
6792	6618	9
14	8521	31
149	9725	5
14083	5232	11
12851	4522	1
323	770	9
1098	3438	6
39825	4616	16
577	9335	6
909	799	4
6110	7196	19
919	6519	5
11479	8070	27
241	504	0
1628	8506	2
311	2992	0
31249	6993	6
4995	9807	23
17287	1043	0
115	8296	7
5147	4942	20
724	898	17
13611	2548	2
34458	374	4
1257	7156	0
237	5654	3
16787	5828	1
130	722	10
101	5509	6
2703	5834	0
144	360	1
3263	9443	1
5382	2342	15
14	4513	20
5795	2260	6
12	7524	15
12	4491	8
43289	478	8
13334	8203	22
1037	8659	12
1316	7961	21
6076	5354	6
105	9734	4
8	9207	3
9097	2925	10
4307	9415	18
19962	856	10
130	496	22
29465	368	13
12	3182	17
22287	9872	17
13782	5398	3
12	4328	2
362	7426	14
328	8797	4
1848	3597	0
6915	9021	5
1366	7427	1
3061	1128	1
220	873	0
312	8792	4
19713	7206	8
4126	7151	29
524	2455	8
368	5750	16
260	3932	1
13456	8102	4
180	6475	5
1055	6538	9
10872	620	9
8104	4909	13
12105	7531	15
4012	2633	3
11438	6140	11
10218	7504	9
159	3907	1
38653	7204	7
5052	9890	11
14	9261	19
5606	7822	1
1500	3735	5
2268	6312	22
19261	6245	10
403	9752	14
1853	8471	4
676	1842	10
2353	6095	0
1047	3924	0
146	4729	1
14803	4424	15
552	7068	2
415	399	5
2813	9437	11
11867	3688	7
102	7983	3
2472	3935	12
42625	8449	7
1530	8472	0
12	7270	10
90	4	0
26229	1691	3
891	9878	4
7767	4599	9
1394	2726	18
1435	3915	7
337	8678	18
1847	6218	3
12	9441	2
101	2624	6
117	5599	7
8714	3663	9
2655	5756	9
8	9661	18
115	5798	7
156	7504	4
1102	7819	2
290	8841	12
172	9407	1
12	4586	7
3968	2076	17
30231	730	19
1786	6297	17
130	1852	17
27026	2286	7
179	7687	12
14463	9806	2
1901	5806	2
3403	7865	1
108	1971	12
5329	9755	1
4207	9527	11
2490	919	8
2638	7549	3
413	5539	12
102	1248	16
12	8681	20
24430	5074	23
46209	700	8
101	8589	18
345	4524	9
1538	9926	4
135	9722	3
290	327	1
1209	8521	17
477	3250	7
101	8296	14
8305	6855	2
4866	1061	7
22423	256	1
230	4706	3
12	3785	10
1191	5695	0
2	848	1
143	6692	13
39896	9443	9
3685	9420	1
40257	7564	7
584	7568	22
4234	3460	12
2865	1799	2
14	5996	7
884	9732	0
103	1603	22
14	203	17
14	1797	19
428	2885	18
1611	6470	9
34761	7527	4
12	9440	22
109	1716	0
12	1163	5
11517	4332	7
3135	7757	11
57	2770	2
12650	8324	29
10022	8086	0
411	8734	9
2478	7306	11
15174	2458	14
189	5458	10
222	7223	12
3557	6317	12
48323	2965	6
952	3108	11
902	8383	34
17	7943	16
1208	8513	13
14	8266	14
2231	24	2
28302	8394	2
58	8604	3
36944	5608	15
1231	6183	13
274	3413	31
130	2781	18
26936	986	6
149	4112	13
14	8069	18
144	9699	13
10312	9679	0
11677	2677	10
565	8630	1
37574	16	14
268	7662	18
41327	8100	3
12	3619	6
101	8139	8
4787	958	8
101	8899	20
6063	837	5
101	6149	10
5004	2784	30
12	7109	6
4756	4027	0
507	2775	0
102	5219	8
110	529	11
101	7563	10
21918	1116	17
7302	3388	17
6383	2056	20
484	7363	9
47449	4048	8
116	1196	5
203	9982	20
257	9264	10
3115	3048	13
37394	7739	2
111	1089	6
1405	3004	4
39228	7964	8
7419	2795	20
203	5309	5
2127	7896	20
26250	6405	10
103	6255	11
57	253	3
7678	5804	11
9380	9529	4
698	2702	4
25911	1583	12
2047	9599	5
38388	6170	16
1902	9399	3
306	5085	16
762	7368	20
8	5383	21
362	5307	18
358	9727	16
23157	7560	0
300	8239	18
201	6756	23
866	1654	6
1371	6280	16
6799	8867	14
45293	164	7
5366	7186	7
180	2554	10
12	6928	8
8	5658	36
5512	6556	6
17440	1277	0
550	8233	1
12	3989	2
18703	3587	0
18216	2630	7
38815	271	5
5068	6022	31
1201	7394	12
1122	6614	7
1227	7157	16
27827	991	12
130	3392	8
101	6679	4
8549	8344	12
1034	3457	4
14	9019	10
120	4079	5
746	8103	10
312	4512	4
4646	7686	5
2	9741	18
